coffee_name,roaster_name,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,overall_score,h1,s1,h2,s2,h3,s3,h4,s4,h5,s5,p1,p2,p3
Costa Rica La Chumeca,Roadmap CoffeeWorks,"Lexington, Virginia","Santa Maria de Dota, Costa Rica",Medium-Light,60/78,$23.00/12 ounces,June 2022,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweetly tart, juicy and vibrant. Pink grapefruit, nectarine, cocoa nib, lavender, cedar in aroma and cup. High-toned structure with sweet, lively acidity; full, syrupy mouthfeel. The resonant finish consolidates to notes of cocoa-toned fruit supported by cedar.","Notes: Produced at Finca Trinidad from trees of the Caturra and Catuai varieties of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","The Bottom Line: A harmonious, integrated natural-processed Costa Rica cup: juicy, deep-toned and fruit-driven."
Ethiopia Sidamo Yirgalem,Roadmap CoffeeWorks,"Lexington, Virginia","Sidamo growing region, southern Ethiopia",Medium-Light,61/77,$19.50/12 ounces,June 2022,92,Aroma:,9,Acidity/Structure:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Crisply sweet, fruit-forward. Blueberry, baking chocolate, fresh-cut fir, cashew, magnolia in aroma and cup. Sweet-toned with gentle acidity; delicate, satiny mouthfeel. The quiet finish centers around notes of blueberry and fir.","Notes: Produced in the Sidamo region growing region, largely from trees of indigenous landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","The Bottom Line: A sweet, fruit-first natural-processed Ethiopia cup with a blueberry and chocolate throughline."
Gesha Spirits,Mostra Coffee,"San Diego, California","Huila, Colombia",Medium-Light,60/77,$24.50/5.5 ounces,June 2022,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,10,Aftertaste:,8,"Blind Assessment: High-toned, delicate, confident. Star-jasmine, cocoa nib, blood orange, black sage, sandalwood in aroma and cup. Sweet-toned structure with poised and elegantly bright acidity; very smooth, silky mouthfeel. Sandalwood notes contribute resonance to the floral-toned finish.","Notes: Produced by Wilder Lasso of Bella Alejandría Farm entirely of the Gesha variety of Arabica, and processed by the washed anaerobic method, in which the fermentation step occurs in a hermetically sealed vessel before the beans are washed and dried. Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.","The Bottom Line: A complex, nuanced Colombia Gesha cup processed by an elaborate variation on the traditional washed method."
Kenya Nyeri Hill Farm AA TOP,Buon Caffe,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,59/79,NT $349/8 ounces,June 2022,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweet-toned, richly aromatic. Red currant, honey, narcissus, cedar, lavender in aroma and cup. Sweetly tart with bright, juicy acidity; syrupy-smooth mouthfeel. The short finish consolidates to notes of red currant and honey, carrying far into the long.","Notes: Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Buon Caffe is a specialty coffee roaster and cafe, in Taipei. Visit www.buoncaffe.com.tw for more information.

 ","The Bottom Line: A classic Kenya cup: deeply sweet, richly savory, balanced and juicy-bright with both sweet (narcissus) and spicy (lavender) floral impulses."
Philippines Sitio Belis 1017,Mostra Coffee,"San Diego, California","Benguet, Philippines",Medium-Light,59/76,$26.50/6 ounces,June 2022,93,Aroma:,9,Acidity/Structure:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweetly pungent with savory undertones. Lychee, marjoram, cocoa nib, freesia-like flowers, roasted almond in aroma and cup. Crisply sweet structure with juicy acidity; smooth, satiny mouthfeel. Nutty, sweetly herbaceous finish.","Notes: Produced by Kalsada Coffee from trees of the Garnica variety of Arabica and processed by the anaerobic washed method (fermentation occurs in a hermetically sealed vessel). Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.",The Bottom Line: A deeply aromatic Philippines cup evoking tropical fruit and rich cocoa.
Philippines Sitio Belis 1014,Mostra Coffee,"San Diego, Calfornia","Benguet Province, The Philippines",Medium-Light,58/76,$26.50/6 ounces,June 2022,92,Aroma:,8,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Fruit-toned, sweetly herbaceous. Goji berry, lemon verbena, cedar, baking chocolate, malt in aroma and cup. Sweet-toned with gentle acidity; full, syrupy mouthfeel. Quietly chocolaty finish with citrus undertones.","Notes: Produced by Kalsada Coffee,from trees of the Typica and Bourbon varieties of Arabica, and processed by the anaerobic washed method (the fermentation step takes place in a hermetically sealed vessel). Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.","The Bottom Line: An attractive anaerobically processed Philppines cup with an especially viscous, syrupy mouthfeel.
"
Costa Rica Tarrazu Dota El Diosa Geisha,Buon Caffe,"Taipei, Taiwan","Tarrazu growing region, Costa Rica",Medium-Light,60/76,NT $789/8 ounces,June 2022,93,Aroma:,9,Acidity/Structure:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: High-toned, floral. Nectarine, lilac, cocoa nib, pistachio brittle, cedar in aroma and cup. Sweet structure with bright, juicy acidity; silky-smooth mouthfeel. The cocoa-toned finish is complicated by hints of lilac and cedar.","Notes: Produced by Dota Estate entirely of the celebrated Geisha variety of Arabica, and processed by the honey method, in which the skin is stripped off the coffee fruit, but much of the fruit flesh is left to dry on the bean. Buon Caffe is a specialty coffee roaster and cafe in Taipei. Visit www.buoncaffe.com.tw for more information.",The Bottom Line: A pretty Costa Rica Geisha processed by the honey method. Floral-driven with ballast from cocoa notes.
Ethiopia Gedeb Worka Single Variety 74110 G1,Buon Caffe,"Taipei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,58/76,NT $349/8 ounces,June 2022,92,Aroma:,9,Acidity/Structure:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Crisply sweet and inviting. Caramel, pear, baking chocolate, fir, mustard flower in aroma and cup. Sweet-savory structure with gentle acidity; satiny mouthfeel. Notes of caramel and pear lead the finish, with undertones of baking chocolate.","Notes: Produced from trees of the indigenous Ethiopian 74111 selection of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Buon Caffe is a specialty coffee roaster and cafe, in Taipei. Visit www.buoncaffe.com.tw/ for more information.",The Bottom Line: A friendly washed Ethiopia cup with notes of pear and crisp chocolate as throughlines.
Costa Rica Las Montañas Honey,Jackrabbit Java,"Thermopolis, Wyoming","Tarrazú growing region, Costa Rica",Medium-Light,60/78,$14.00/12 ounces,June 2022,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweet-toned, delicate and deep. Dark chocolate, lychee, lemon verbena, maple syrup, hazelnut in aroma and cup. Brightly sweet structure with juicy, balanced acidity; plush, syrupy mouthfeel. The finish centers around notes of chocolate and maple syrup.","Notes: Produced by smallholding farmers surrounding the Palmichal micromill, and processed by the honey method, in which the skins are removed from the fruit but at least some of the sticky fruit flesh is allowed to dry on the beans. Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information. ",The Bottom Line: A paradoxically bright yet deep honey-processed Costa Rica cup with a sweet herb throughline.
Colombia Finca La Guaca Ají,Equator Coffees,"San Rafael, California","Pitalito Municipality, Huila Department, Colombia",Light,62/80,$19.50/6 ounces,June 2022,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Elegant, delicate, rich-toned. Mango, cocoa nib, marjoram, lavender, cane sugar in aroma and cup. Sweetly tart structure with bright, juicy acidity; very full, syrupy mouthfeel. The pretty finish leads with lavender and cocoa nib.","Notes: Produced by José Hernán Salazar Benavides and Marina Elina Ansasoy of Finca La Guaca entirely of the Ají (an Ethiopian landrace) variety of Arabica, and processed by the washed method. Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and southern California and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.",The Bottom Line: A focused but lush cup from trees of a rare indigenous Ethiopian landrace variety grown in Colombia called Aji — tropical-leaning with a cocoa backbone. 
44˚N 68˚W Bar Harbor,Coffee Hound,"Brewer, Maine",Costa Rica; Sumatra,Medium-Light,54/70,$13.99/12 ounces,June 2022,92,Aroma:,9,Acidity/Structure:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Deeply sweet-savory. Dark chocolate, fresh humus, yellow plum, cashew, oak in aroma and cup. Sweet structure with brisk acidity; silky, lightly viscous mouthfeel. Finish consolidates to earthy chocolate and nut.",Notes: A blend of coffees from Costa Rica and Sumatra. Coffee Hound is a women-owned small business in Maine that offers both retail and wholesale specialty coffee. Visit www.coffeehoundcoffeeco.com.,"The Bottom Line: A solid, medium-roasted Costa Rica/Sumatra blend that offers deep earthy sweetness juxtaposed with crisp fruit."
Panama Finca Santa Teresa,Jackrabbit Java,"Thermopolis, Wyoming","Chiriquí Province, Panama",Medium-Light,59/77,$14.00/12 ounces,June 2022,93,Aroma:,9,Acidity/Structure:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Balanced, deeply sweet. Dark chocolate, honeysuckle, date, orange zest, cedar in aroma and cup. Sweet-toned with bright, vibrant acidity; crisp, velvety mouthfeel. Chocolaty finish with undertones of orange zest.
","Notes: Produced at Finca Santa Teresa and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information. ","The Bottom Line: A floral-toned, chocolaty, and very affordable Panama cup with particularly vibrant acidity."
Zambia Mafinga Hills Natural,Jackrabbit Java,"Thermopolis, Wyoming","Northern Province, Zambia",Medium-Light,58/74,$14.00/12 ounces,June 2022,92,Aroma:,9,Acidity/Structure:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Gently sweet-tart, fruit-toned. Goji berry, amber, grapefruit zest, agave syrup, cedar in aroma and cup. Crisply sweet structure with tart-leaning acidity; full, satiny mouthfeel. The finish leads with notes of sweet goji berry, backed up by perfumy amber notes.","Notes: Produced at Zambia’s Ngoli estate and processed by the natural method (dried in the whole fruit); Rainforest Alliance-certified. Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information. ","The Bottom Line: An interesting, rare natural-processed Zambia coffee, worth seeking out for its unique cup profile and leading notes of dried fruit and resinous amber."
Mexico Altura Natural Water Process Decaf,Jackrabbit Java,"Thermopolis, Wyoming","Chiapas, Mexico",Medium-Light,57/74,$14.00/12 ounces,June 2022,91,Aroma:,8,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,7,"Blind Assessment: Crisply chocolaty, deep-toned. Baking chocolate, almond, lily, candy apple, fir in aroma and cup. Sweet structure with gently round acidity; full, crisply syrupy mouthfeel. Gently drying, quite chocolaty finish.","Notes: This coffee was sourced by the importer Royal Coffee and decaffeinated at the Descamex plant in Mexico by a water-only process that does not involve use of solvents. Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information. ","The Bottom Line: A solid decaffeinated Mexico coffee, processed without harsh solvents, that preserves pleasing chocolate and florals in the cup."
Area Code 207,Coffee Hound,"Brewer, Maine",Sumatra; Colombia,Medium,44/60,$13.99/12 ounces,June 2022,90,Aroma:,9,Acidity/Structure:,8,Body:,8,Flavor:,8,Aftertaste:,7,"Blind Assessment: Chocolaty and nut-toned. Chocolate fudge, raisin, gently scorched cedar, gardenia, grapefruit zest in aroma and cup. Bittersweet structure with round acidity; lightly syrupy mouthfeel. Gently drying, wood-framed finish. ",Notes: A blend of coffees from Sumatra and Colombia. Coffee Hound is a women-owned small business in Maine that offers both retail and wholesale specialty coffee. Visit www.coffeehoundcoffeeco.com.,"The Bottom Line: A sweet-toned darker-roasted blend with notes of dark chocolate and spicy florals, complicated by hints of gently scorched, smoky cedar."
Kenya Washed Kiambu Uklili AB Espresso,Kakalove Cafe,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,54/72,NT $400/8 ounces,June 2022,96,Aroma:,9,Body:,9							,Flavor:,9,Aftertaste:,9,With Milk:,10,"Blind Assessment: Evaluated as espresso. Richly sweet-tart, high-toned, deeply aromatic. Dried pomegranate, honeysuckle, dark chocolate, amber, pink grapefruit zest in aroma and small cup. Plush, voluptuous mouthfeel; resonant, flavor-laden finish. Superb in cappuccino-scaled milk: chocolaty and floral-toned.","Notes: Produced at Ukili Farm from the admired SL28 and SL34 varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","The Bottom Line: Integrated, balanced, deeply rich, this single-origin Kenya espresso is juicy and bright in the straight shot while impressively chocolaty and floral in milk."
Karatina Kenya,JBC Coffee Roasters,"Madison, Wisconsin","Nyeri County, Kenya",Medium-Light,58/76,$23.00/12 ounces,June 2022,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Berry-driven, complexly sweet-savory. Mulberry, praline, cocoa nib, lilac, tangerine zest in aroma and cup. Brightly sweet-savory structure with juicy, vibrant acidity; full, syrupy-smooth mouthfeel. Resonant, lingering, berry-toned finish, chocolaty and floral.","Notes: Produced by smallholding farmers, from trees of the SL28, SL34, Batian and Ruiru varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","The Bottom Line: An elegantly powerful, classically composed Kenya cup with rich aromatics and a range of lively fruit, flowers and chocolate on the palate."
Karamo Ethiopia,JBC Coffee Roasters,"Madison, Wisconsin","Sidama growing region, Ethiopia ",Medium-Light,60/78,$19.00/12 ounces,June 2022,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Crisply sweet-tart. Passion fruit, lemon verbena, cocoa nib, freesia, cedar in aroma and cup. Gently tart structure with sweet, high-toned acidity; very smooth, satiny mouthfeel. Cocoa-toned finish supported by notes of lemon verbena and freesia.","Notes: Produced by Niguse Gemeda Mude largely from varieties of Arabica indigenous to Ethiopia, and processed by the natural method (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information","The Bottom Line: A spice-toned, floral-driven natural-processed Ethiopia cup with bright fruit notes and juicy acidity."
Ethiopia Natural Shakisso Mormora 74112,Kakalove Cafe,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,54/76,NT $325/8 ounces,June 2022,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Gently fruit-forward, sweetly savory. Dark chocolate, raspberry coulis, star jasmine, cedar, tangerine zest. Sweet-savory structure with fruity-bright acidity; plush, syrupy mouthfeel. Chocolaty and fruit-driven in the finish, with support from notes of bittersweet citrus.","Notes: Produced in the Guji growing region, an area nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions from trees of the indigenous 74112 selection of Arabica. Processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","The Bottom Line: An engaging, cleanly natural-processed single-variety Ethiopia cup: bright, chocolaty, floral and fruity. "
Ethiopia Washed Shakisso Mormora 74112,Kakalove Cafe,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/78,NT $325/8 ounces,June 2022,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Delicate, richly floral-toned. Lavender, blood orange, cocoa nib, almond butter, sandalwood in aroma and cup. Balanced structure with fine, floral-toned acidity; silky-smooth, vibrant mouthfeel. The long, sweet finish centers around notes of cocoa nib, lavender and blood orange.","Notes: Produced in the Guji growing region, an area nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, from trees of the indigenous 74112 selection of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","The Bottom Line: A complex, nuanced washed Ethiopia cup alive with spice-toned florals, richly bittersweet citrus, and distinct cocoa."
Classic Blend,Nostalgia Coffee Roasters,"San Diego, California",Nicaragua; Guatemala,Medium-Light,54/70,$18.00/12 ounces,June 2022,93,Aroma:,9,Acidity/Structure:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Crisply sweet, richly savory. Cocoa nib, Asian pear, caramel, freesia-like flowers, fresh-cut oak in aroma and cup. Sweet structure with brisk acidity; full, syrupy-smooth mouthfeel. Quietly cocoa-toned finish with caramel undertones.","Notes: Produced by various smallholding farmers in Nicaragua and Guatemala from trees of the Caturra, Catuai, Bourbon, Catimor, Pacamara, Maracaturra, Pacas, and Typica varieties of Arabica, all processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Nostalgia Coffee Roasters is a woman-owned specialty coffee roaster founded by Taylor Fields in 2018 as a mobile café. Nostalgia is now focused on bringing exceptional coffee to folks around the world via its online store and wholesale program. Visit www.nostalgiacoffeeroasters.com for more information. ","The Bottom Line: A friendly, accessible, balanced cup: richly cocoa-toned with crisp fruit and lush mouthfeel."
Tang Bohu Espresso Blend,Simon Hsieh Aroma Roast Coffees,"Taoyuan, Taiwan",Ethiopia; Kenya; Colombia; Costa Rica,Medium,45/70,NT $650/8 ounces,June 2022,95,Aroma:,9,Body:,9							,Flavor:,9,Aftertaste:,9,With Milk:,9,"Blind Assessment: Evaluated as espresso. Deeply sweet-savory, chocolaty and fruit-forward. Lychee, chocolate fudge, pistachio brittle, plumeria, scorched cedar in aroma and small cup. Creamy-smooth mouthfeel; resonantly chocolaty finish with pleasing, slightly smoky aromatic wood undertones. In three parts milk, chocolate is further elevated, as are florals.","Notes: A blend of coffees from a variety of origins using a variety of processing methods, including an Ethiopia natural, a washed Kenya and Colombia, and a Costa Rica yellow honey, roasted for espresso applications. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","The Bottom Line: A richly chocolaty, deeply aromatic, spice-toned espresso blend that’s equally exciting in straight shot and in milk.

"
Ethiopia Keramo Natural,Rusty Dog Coffee,"Madison, Wisconsin","Sidama growing region, Ethiopia ",Medium-Light,60/78,$17.75/12 ounces,June 2022,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Richly aromatic, deeply fruit-toned. Raspberry jam, almond nougat, lemon balm, cocoa nib, cedar in aroma and cup. Gently tart structure with pert acidity; plush, satiny mouthfeel. Crisp, fruity, cocoa-toned finish.","Notes: Produced by smallholding farmers surrounding the Keramo Daye Bensa Washing Station owned by brothers Asefa and Mulugeta Dukamo from local heirloom varieties of Arabica, and processed by the natural method (dried in the whole fruit). Rusty Dog Coffee is a Madison, Wisconsin-based specialty coffee roaster. Visit www.rustydogcoffee.com for more information.","The Bottom Line: A confident, fruit-forward, cocoa-toned Ethiopia natural cup with an impressively smooth mouthfeel."
Costa Rica Los Torres Microlot Black Honey,Rusty Dog Coffee,"Madison, Wisconsin","Rivas District, Chirripo Region, Costa Rica",Medium-Light,59/77,$18.75/12 ounces,June 2022,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Multi-layered, richly sweet. Dried plum, hazelnut butter, bergamot, magnolia, oak in aroma and cup. Sweet-tart structure with brisk acidity; full, satiny-smooth mouthfeel. Crisply nut-toned finish with undertones of bergamot.","Notes: Produced by the Urena family from trees of the Red and Yellow Catuaí, Caturra and Villa Sarchi varieties of Arabica, and processed by the black honey method, in which the skins are removed from the fruit but virtually all of the fruit flesh or mucilage is allowed to dry on the beans. Rusty Dog Coffee is a Madison, Wisconsin-based specialty coffee roaster. Visit www.rustydogcoffee.com for more information.","The Bottom Line: A cleanly fruit-forward, invitingly floral Costa Rica cup processed by the black honey method."
Ethiopia Guracho Natural,Modern Times Coffee,"San Diego, California","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,60/78,$18.00/12 ounces,June 2022,93,Aroma:,9,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Delicately berry-toned, richly sweet. Blackberry coulis, cocoa nib, agave syrup, fresh-cut cedar, macadamia nut in aroma and small cup. Silky, viscous mouthfeel; the finish leads with notes of agave syrup and macadamia nut. Especially pretty in cappuccino format, where berry and cocoa notes balance rich aromatic cedar.","Notes: Produced in the Guji growing region, an area nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, largely from trees of distinctive indigenous landrace varieties of Arabica. Processed by the natural method (dried in the whole fruit). Modern Times is a well-loved, exuberantly inventive Point Loma, San Diego brewery that has long specialized in coffee-beer crossovers and overlaps. Visit www.moderntimescoffee.com for more information.","The Bottom Line: A quietly complex espresso, more a crescendo than a jolt in its easy going but confident profile.
"
Fruit Bomb/Ethiopia Shantewene,modcup coffee,"Jersey City, New Jersey","Sidama Region, south-central Ethiopia",Medium-Light,59/77,$25.00/8 ounces,June 2022,93,Aroma:,9,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Aromatically intense, sweet-tart-savory. Concord grape, lychee, dark chocolate, aloewood, oregano in aroma and cup. Creamy-smooth mouthfeel; savory, herbaceous, chocolaty finish. In three parts milk, savory notes usurp sweet, with inviting aloewood and oregano notes supported by dark chocolate and lychee undertones.","Notes: Produced by Faysel Abdosh from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. This lot was processed by the anaerobic natural method, in which fermentation of the whole fruit occurs in a hermetically sealed vessel. Founded in 2013, modcup coffee focuses on fresh roasting and distinctive natural-processed coffees. Visit modcup.com for more information.",The Bottom Line: A strikingly composed Ethiopia anaerobic natural. Experimental processing seems to encourage a complex savory structure that pleasingly supports the up-front fruit.
Colombia Quindio Anaerobic Natural,Paradise Roasters,"Minneapolis, Minnesota","Quindio Department, Colombia",Medium-Light,60/78,$30.00/12 ounces,June 2022,94,Aroma:,9,Body:,8							,Flavor:,9,Aftertaste:,9,With Milk:,9,"Blind Assessment: Evaluated as espresso. Brightly fruit-toned, deeply chocolaty, with savory undertones. Rambutan, sandalwood, kumquat, dark chocolate, freesia in aroma and small cup. Crisp, satiny mouthfeel; especially long, flavor-laden finish. In three parts milk, sandalwood notes frame the dark chocolate and tropical fruit throughlines.","Notes: Produced by smallholding farmers and processed by the natural anaerobic method (whole fruit is fermented in hermetically sealed vessels before drying). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information. ","The Bottom Line: An unusual espresso profile, this anaerobic Colombia is fruit-forward with spicy floral and deep chocolate notes, especially inviting in the plush, tartly savory straight shot."
Colombia Tres Dragones Natural,PT's Coffee Roasting Co.,"Topeka, Kansas","Caicedonia, Valle de Cauca Department, Colombia",Medium-Light,58/76,$25.00/12 ounces,June 2022,94,Aroma:,9,Body:,9							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Winey and musky, richly chocolaty. Dark chocolate, red wine barrel, musk, black sage, toasted walnut in aroma and small cup. 
Full, syrupy mouthfeel; winey, chocolaty finish. In cappuccino format, deeply aromatic, perfumed with musk-like florals supported by very rich chocolate notes.","Notes: Produced by Rigoberto and Rodrigo Herrera of Finca Potosi entirely of the Colombia variety of Arabica, and processed by a “hybrid natural” method, simply meaning the coffee was both fermented and dried in the whole fruit. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-JAVA for more information. ","The Bottom Line: A fruit-forward Colombia, satiating in its herbaceous, savory depth and fruity lift, which play in harmony both in the straight shot and in cappuccino format."
Colombia Finca Jardines del Eden Ice Fermentation Natural,GK Coffee,"Yilan, Taiwan","Cauca Department, Colombia",Medium-Light,58/74,NT $500/100 grams,June 2022,94,Aroma:,9,Body:,9							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Extremely sweet, intentionally fermenty, wine-like aroma. Red wine, salted caramel, gardenia, pomelo, hazelnut brittle in aroma and small cup. Plush, syrupy mouthfeel; crisply nut-toned and caramelly finish. In milk, this coffee is dessert-like in its impossibly deep sweetness.","Notes: Produced at Finca Jardines del Eden entirely of the Caturra variety of Arabica, and processed by an experimental variation on the fermented natural method that involves freezing the whole fruit for five days before drying. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected] ","The Bottom Line: Designed for milk drinks, this very sweet, very rich-toned experimentally processed Colombia coffee is for fans of caramelly, nutty profiles with intentional wine-like ferment."
Honduras Natural San Vicente Belarmino Contreras Pacas,Kakalove Cafe,"Chia-Yi, Taiwan","Santa Barbara Department, Honduras",Medium-Light,58/78,NT $275/8 ounces,June 2022,94,Aroma:,9,Body:,9							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Balanced, deep, richly floral- and fruit-toned. Hyacinth, mulberry, cocoa nib, almond butter, lemon-thyme in aroma and small cup. Crisp, syrupy mouthfeel; berry-driven, nutty finish. Harmonious and integrated in cappuccino-scaled milk, with berry and floral notes dancing at the top.","Notes: Produced by smallholding farmers entirely of the Pacas variety of Arabica, and processed by the natural method (dried in the whole fruit) at San Vicente Washing Station. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. ","The Bottom Line: An elegant, bright, balanced Pacas natural espresso that is as compelling in the straight shot as it is in milk. A unique Honduras profile."
