coffee_name,roaster_name,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,overall_score,h1,s1,h2,s2,h3,s3,h4,s4,h5,s5,p1,p2,p3
Holiday Blend,Olympia Coffee Roasting,"Olympia, Washington",El Salvador; Kenya.,Medium-Light,59/78,$17.25/12 ounces,December 2014,95,Aroma:,9,Acidity:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Big, round, ringingly sweet, vivacious. Caramel, roasted cacao nib, rose-like flowers, tangelo, saucy cranberry, pear in aroma and cup. Deep, nuanced, lively acidity; velvety mouthfeel. Cacao nib, rose and pear in particular saturate a long, sweet-toned, resonant finish. ","Notes: This exceptional coffee was selected as the #7 coffee on Coffee Review’s list of the Top 30 Coffees of 2014. This startling blend consists of coffee from the heirloom Bourbon variety grown in El Salvador plus a Kenya composed entirely of the celebrated SL 34 variety, selection of Bourbon that (along with the closely related SL 28), produces the finest Kenya coffees. The El Salvador Bourbon was produced by the Ruiz family on their El Aguila farm from trees claimed to be descended from the first Bourbon stock introduced into the region; the SL 34 was produced on Kenya’s Kabonge Estate. The result is a smoothly exuberant Bourbon extravaganza. Olympia Coffee Roasting is a small-batch wholesale and retail roasting company with a youthful, no-nonsense style and a commitment to high-quality organic coffees. Visit www.olympiacoffeeroasting.com or call 360-753-0066 for more information.","Who Should Drink It: It’s hard to imagine a more table-pleasingly versatile holiday coffee than this smooth, round, yet exhilaratingly complex blend, but aficionados also may find it worth seeking out for its complex expression of the classic Bourbon style."
Ethiopia Wenago Natural,Old Soul Co.,"Sacramento, California","Gedeo zone, Yirgacheffe growing region, south-central Ethiopia.",Medium-Light,55/73,$18.00/12 ounces,December 2014,95,Aroma:,9,Acidity:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Amazingly sweet, lushly fruit-toned. Orangy citrus, blueberry, dark chocolate, apple cider, cherry blossom in aroma and cup. Vibrant, rich acidity; syrupy, buoyant mouthfeel. Deeply flavor-saturated finish.","Notes: This exceptional coffee was selected as the #12 coffee on Coffee Review’s list of the Top 30 Coffees of 2014.  Yirgacheffe is a coffee region in southern Ethiopia that produces distinctively floral- and fruit-toned coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed Yirgacheffe, meaning the beans were dried inside the fruit, encouraging a flavor profile that is lower-toned and more pungent than the more familiar wet-processed Yirgacheffe floral- and citrus-toned profile. Old Soul is a roastery, bakery and crafter of artisan goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information.","Who Should Drink It: Those who can handle an almost impossibly sweet, lavishly fruit-toned coffee ringing with symphonic complexity."
Panama Geisha Holiday Blend,Compelling & Rich,"Los Angeles, California","Boquete growing region, western Panama.",Light,67/88,$24.00/150 grams,December 2014,95,Aroma:,9,Acidity:,9,Body:,9,Flavor:,10,Aftertaste:,8,"Blind Assessment: Intense but balanced; expansively complex. Honeysuckle, very ripe, perhaps candied tangerine, papaya, crisply nut-toned cacao nib in aroma and cup. Delicate, sweetly brisk acidity; light, very silky and buoyant mouthfeel. The ripe citrus and sweet papaya in particular carry into a rich finish.","Notes: This coffee blend includes an auction lot of Esmeralda Gesha (also Geisha) from Hacienda La Esmeralda, the producer that first introduced the celebrated Gesha variety of Arabica to the world, and a lot of dried-in-the-fruit or “natural” Gesha from Los Lajones, another respected and award-winning Panama farm. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Compelling & Rich is uncompromisingly dedicated to offering only small lots of selectively sourced fine single-origin coffees freshly roasted. Visit www.compellingrich.com or call 818-835-5135 for more information.",Who Should Drink It: The combination of a very distinguished wet-processed Gesha and a dried-in-the-fruit or natural Gesha nets an original high-end holiday blend that should both engage aficionados and pleasingly surprise the uninitiated.
Panama Esmeralda Especial Geisha Bosque 2,Temple Coffee and Tea,"Sacramento, California","Boquete growing region, western Panama",Medium,50/65,$62.00/8 ounces,December 2014,94,Aroma:,9,Acidity:,8,Body:,8,Flavor:,10,Aftertaste:,9,"Blind Assessment:  Intricately rich, delicately bittersweet. Honey, peach, kumquat, orange blossom, hazelnut, a suggestion of angostura bitters in aroma and cup. Delicately brisk, spice-toned acidity; lightly satiny mouthfeel. Resonant, flavor-saturated finish. ","Notes: Coffee from trees of the botanical variety Gesha (also Geisha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety to the world. With its bold, boat-shaped beans and distinctive floral and crisply cacao-toned cup, the Gesha continues one of the world’s most unique coffees, and the Esmeralda versions remain among the most authentic. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","Who Should Drink It: An exceptional choice for the lovers of richly complex, pleasingly bittersweet beverages; bitters-heavy mixed drinks and cocktails, to offer only one example."
Gratitude Special Blend,Geisha Coffee Roaster,"Longwood, Florida",Central America.,Medium,46/64,$12.50/12 ounces,December 2014,94,Aroma:,9,Acidity:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Pungent, deep, spicy. Milk chocolate, Concord grape, passion flower, aromatic sandalwood, a hint of savory black truffle in aroma and cup. Tart, juicy acidity; syrupy, lively mouthfeel. Rich, spice-toned, slightly savory finish.","Notes: Geisha Coffee Roaster is a Florida-based Internet retailer offering a wide selection of coffees from around the world. The company has family ties to coffee farms in Panama; nevertheless, the company name should not be confused with the Geisha or Gesha coffee variety, the particularly costly, distinguished variety of Arabica also associated with Panama. Visit www.geishacoffee.com or call 407-409-8704 for more information.","Who Should Drink It: Those who enjoy mulled wine or similar beverages that merge the tart, the sweet and the savory may particularly enjoy this unusual blend."
Nicaragua Pacamara Reserve Los Congos,Dragonfly Coffee Roasters,"Boulder, Colorado","San Fernando, Nueva Segovia region, Nicaragua.",Medium-Light,57/73,$18.00/12 ounces,December 2014,94,Aroma:,9,Acidity:,8,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Exotically pungent, deep, intricate. Strawberry, mint, dark chocolate, banana, musky flowers, a faint hint of brandy in aroma and cup. Deep, backgrounded but vibrant acidity; syrupy, lively mouthfeel. Chocolate in particular carries into a sweet, resonant finish.","Notes: This exceptional coffee was selected as a tie for the #29 coffee in the Coffee Review Top 30 Coffees of 2014.  This lot is comprised entirely of the much admired, bold-bean Pacamara variety of Arabica, a cross between the giant-beaned Maragogipe variety and Pacas, a selection of the heirloom Bourbon. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Los Congos, established in 1997, is an award-winning farm run by the Paguaga family, leading Nicaragua coffee producers for several generations. Dragonfly Coffee is a Boulder, Colorado based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.","Who Should Drink It: Those who prefer richness and low-toned intricacy in a coffee with a distinctive sensory profile and big, dramatic beans."
Kenya Muthonjo AA,Tony's Coffees and Teas,"Bellingham, Washington",South-central Kenya.,Medium,49/64,$16.00/150 grams,December 2014,94,Aroma:,9,Acidity:,9,Body:,8,Flavor:,9,Aftertaste:,9,"Blind Assessment: Intense; spicy and floral; richly dry. Black currant, lavender, mulling spices, anise, a hint of roasted cacao nib in aroma and cup. Bright acidity; lightly syrupy mouthfeel. The lavender, black currant and anise suggestions all deeply saturate a roundly drying finish.","Notes: Produced entirely from trees of the admired SL28 and SL34 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Tony’s Coffee has been roasting in Bellingham, Washington since 1971 and continues to distinguish itself. Visit www.tonyscoffee.com or call 800-448-8804 for more information.","Who Should Drink It: Buoyantly floral- and fruit-toned aromatics complicate a rich, intense, sweetly drying structure in this fine Kenya."
Holiday Blend,Flight Coffee Co.,"Bedford, New Hampshire",Kenya; Papua New Guinea.,Medium-Light,59/80,$14.50/12 ounces,December 2014,93,Aroma:,9,Acidity:,9,Body:,9,Flavor:,9,Aftertaste:,7,"Blind Assessment: Pungent, deep, original; savory-sweet. Zesty tangerine, peach, fresh-cut cedar, pink peppercorn, spicy tea rose in aroma and cup. Juicy, balanced acidity; syrupy though very lively, buoyant mouthfeel. The spicy, peppery tendency dominates in a rather drying finish. ","Notes: This striking blend consists of 55% Kenya Kiruga AB and 45% Papua New Guinea Ulya. Flight Coffee Co. (formerly CQ Coffee Roasters) is a coffee-loving, quality-focused roasting company based in Bedford, New Hampshire.Visit www.flightcoffeeco.com or call 603-836-6228 for more information.","Who Should Drink It: Brings an appropriately savory-sweet, spicy presence to the holiday cup."
Holiday Blend,Seattle Coffee Works,"Seattle, Washington",Kenya; Panama; Ethiopia.,Light,61/83,$14.45/12 ounces,December 2014,93,Aroma:,9,Acidity:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Lavishly and sweetly bright. Honey, jasmine, raspberry, almond in aroma and cup. Richly tart acidity; lively mouthfeel. Flavor consolidates but persists in a continued sweetly tart finish. ","Notes: This distinctive blend consists of two wet-processed or “washed” coffees, a Kenya and a Panama, plus a dried-in-the-fruit or “natural” Ethiopia coffee. Seattle Coffee Works is a small-batch retail and wholesale roasting company focused on quality and green coffee sourcing without compromise. Visit www.seattlecoffeeworks.com or call 206-340-8867 for more information.",Who Should Drink It: Lovers of the richly and sweetly bright; a classic cup on steroids.
Holiday Blend,Velton's Coffee,"Everett, Washington",Kenya; Guatemala.,Medium,54/67,$17.50/16 ounces,December 2014,93,Aroma:,8,Acidity:,8,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Crisply dry but quite sweet; intricate. Black currant, lavender, kumquat, fresh-cut fir, a hint of flavor-rounding chocolate in aroma and cup. Rich, quietly vibrant acidity; full, satiny mouthfeel. Exceptionally deep, resonantly flavor-saturated finish. ","Notes: This original and attractive blend consists of 50% Kenya Thiriku AB and 50% Guatemala Acatenango. Located in Everett, Washington, north of Seattle, Velton’s Coffee is a quality-focused small-batch wholesale roaster. Visit www.veltonscoffee.com or call 206-250-6130 for more information.",Who Should Drink It: The engaging juxtaposition of sweet and dry tendencies in this seasonal blend resolve with particularly satisfying richness in an unusually long and complex finish.
California Grown Coffee: Caturra 2014 Crop,Good Land Organics,"Goleta, California","California, USA.",Light,65/80,$27.00/5 ounces,December 2014,91,Aroma:,9,Acidity:,8,Body:,8,Flavor:,8,Aftertaste:,8,"Blind Assessment: Pungent, deep, sweetly nut-toned. Brown sugar, cashew, orange, cherry, a hint of lily-like flowers in aroma and cup. Quiet, rich acidity; lightly syrupy mouthfeel. Flavor consolidates around the cherry-like fruit note in a sweet, resonant finish.  ","Notes: This exceptional coffee was selected as the #27 coffee in the Coffee Review Top 30 Coffees of 2014.
Good Land Organics is an organic producer of rare and exotic fruit. On its farm in the coastal foothills near the southern California city of Santa Barbara it also is experimenting with producing coffee from a wide range of tree varieties, including the Caturra that produced this sample. Certified organically grown. Visit www.goodlandorganics.com or call 805-685-4189 for more information.","Who Should Drink It: A curiosity from close to home, this first-ever California-grown coffee is impressively balanced, deep and quietly intricate."
Kenya Kaiguri Peaberry,Chocolate Fish Coffee Roasters,"Sacramento, California","Nyeri County, Central Highlands, Kenya.",Medium-Light,54/78,$16.75/12 ounces,December 2014,93,Aroma:,9,Acidity:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweetly pungent, distinctive. A rich, attractive fresh tobacco note dominates, complicated by prune, orange, dark chocolate, spicy flowers. Brisk, complexly tart acidity; light but lively, almost effervescent mouthfeel. Flavor rounds and consolidates in a rich finish.","Notes: Despite grower discontent and urban encroachment on prime producing areas, Kenya cooperatives continue to produce some of the world’s most elegant and distinctive coffees. This particular Kenya is produced by members of the Mutheka Farmers Cooperative Society; Kaiguri is one of seven wet-mills operated by the cooperative. From trees of the admired heirloom SL28 and SL34 varieties as well as the hybrid Ruiru 11. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Chocolate Fish is a distinguished New-Zealand-inspired micro-roaster based in Sacramento California, focused on the best in both quality and integrity.Visit www.chocolatefishcoffee.com or call 916-451-5181 for more information.","Who Should Drink It: A Kenya for aficionados, with the deep, sweetly tart, slightly savory structure of the style supporting a distinctive set of aromatics. The interesting tobacco note suggests the fragrantly fruity style of tobacco called perique."
Guatemala Volcano Coffee,Comestible Master Company,"Taichung, Taiwan",Guatemala; Brazil.,Medium,54/63,TWD $600 / 225 grams,December 2014,92,Aroma:,8,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,9,"Blind Assessment: Rich, fruit-toned, deep. Dark chocolate, molasses, plum, fresh-cut cedar, narcissus-like flowers in aroma and cup. Quiet, resonant acidity; satiny mouthfeel. Dark chocolate and plum in particular carry into a long, sweet-toned finish.","Notes: This is a blend of coffees that includes Brazil coffee as well as the namesake Guatemala component. Comestibles Master Co. operates and franchises a chain of cafe and bakery shops in Taiwan, China, California, and Australia. It specializes in coffee, tea, cakes, snacks, and breads. The company was founded in 2004 and is based in Taichung, Taiwan. Visit www.85cafe.us or call +886-8-0078-3168 for more information.","Who Should Drink It: Those who prefer depth and resonance to acidity and brightness in a rich, balanced cup."
85 Degree Guatemala Espresso,Comestible Master Company,"Taichung, Taiwan",Guatemala; Brazil.,Medium-Dark,43/54,TWD $400 / 225 grams,December 2014,91,Aroma:,8,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,8,"Blind Assessment: Evaluated as espresso. Pungently sweet; balanced. Dark chocolate, fresh-cut cedar, carnal lily, musk, a hint of vanilla in aroma and small cup. Lightly syrupy mouthfeel; chocolate, flowers and musk carry into a sweet finish. A crisp version of the chocolate dominates in three parts milk, complicated by continuing hints of lily and cedar.","Notes: Comestibles Master Co. operates and franchises a chain of cafe and bakery shops in Taiwan, China, California, and Australia. It specializes in coffee, tea, cakes, snacks, and breads. The company was founded in 2004 and is based in Taichung, Taiwan. Visit www.85cafe.us or call +886-8-0078-3168 for more information.","Who Should Drink It: Those who prefer a tactfully medium-dark-roasted espresso with depth and a sweet, low-toned set of aromatics."
Guatemala Jimenez Vasquez micro-lot,BeanFruit Coffee Co.,"Jackson, Mississippi","Huehuetenango growing region, Guatemala.",Medium-Light,52/75,$14.00/12 ounces,December 2014,90,Aroma:,8,Acidity:,8,Body:,8,Flavor:,8,Aftertaste:,8,"Blind Assessment: Quietly pungent, sweet. Dark chocolate, molasses, oak, hints of thyme and lily in aroma and cup. Round, resonant acidity; full, syrupy mouthfeel. The chocolate and hints of herb and flowers carry into a simple though rich finish. ","Notes: This micro-lot combines coffee from two small-holding farmers, Fredy Jimenez and Marcos Vasquez. The Bean Fruit motto is a quotation from Galatians 5:22-23: “But the fruit of the Spirit is love, joy, peace, long suffering, gentleness, goodness, faith, meekness, temperance: against such there is no law.” Visit www.beanfruit.com or call 601-624-2605 for more information.",Who Should Drink It: Those who enjoy quiet complexity in a low-toned though resonant classic Guatemala cup.
Yirgacheffe Sweet Blend,Comestible Master Company,"Taichung, Taiwan",Ethiopia; Guatemala; Brazil; Colombia; Rwanda.,Medium,55/63,TWD $500 / 225 grams,December 2014,90,Aroma:,8,Acidity:,8,Body:,8,Flavor:,8,Aftertaste:,8,"Blind Assessment: Crisp, pungently bittersweet. Roasted cacao nib, night-blooming flowers, molasses, a hint of orangy citrus in aroma and cup. Gentle, drying acidity. Light but smooth mouthfeel. Sweetly rich short finish; drying in the long.","Notes: This is a blend of coffees from five origins, including Yirgacheffe. Comestibles Master Co. operates and franchises a chain of cafe and bakery shops in Taiwan, China, California, and Australia. It specializes in coffee, tea, cakes, snacks, and breads. The company was founded in 2004 and is based in Taichung, Taiwan. Visit www.85cafe.us or call +886-8-0078-3168 for more information.",Who Should Drink It: Those who value a crisp cup with bitterness balancing sweetness and floral and cocoaish aromatics.
Ethiopia Ninety Plus Hachira N2,Papa Lin's Coffee Roasting,"Yorktown Heights, New York","Yirgacheffe growing region, southern Ethiopia.",Medium,51/67,$30.00/12 ounces,December 2014,95,Aroma:,10,Acidity:,8,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Extravagant, complex; immense sweetness. Honey, cocoa-butter, sweetly tart fruit (loquat, tangerine, strawberry), violet-like flowers, incense-like pungency (saffron, myrrh, sandalwood). Rich, lyrical acidity; smooth, silky mouthfeel. Flavor consolidates but rings on in a long, layered finish. ","Notes: This exceptional coffee was selected as the #24 coffee in the Coffee Review Top 30 Coffees of 2014.  Most Yirgacheffe coffee is prepared by the conventional wet method, in which the skin and pulp are removed from the beans or seeds before they are dried, encouraging a cleanly high-toned, often intensely floral- and citrus-toned cup. This Yirgacheffe is a “natural” or dry-processed version, however, meaning the beans/seeds were dried inside the fruit, encouraging a deeper-toned profile, more pungent than bright, though still extravagant in its aromatics. This striking coffee was developed and brought into the U.S. by boutique exporter/importer Ninety Plus Coffee. Papa Lin’s Coffee Roasting is a small, “nano” roaster located in Yorktown Heights, New York, focusing on carefully sourced, extremely high quality specialty coffees, which are custom roasted to the preference of every customer. Visit www.papalins.com for more information.",Who Should Drink It: Fireworks and subtle grace in a striking cup that should both comfort and excite.
Perci Red Panama Gesha,Barrington Coffee Roasting Co.,"Lee, Massachusetts","Silla Del Pando, Volcan, Panama.",Light,74/101,$72.45/12 ounces,December 2014,95,Aroma:,9,Acidity:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Impressive balance and completeness, astounding complexity. Sweet, orchid-like flowers, pineapple, strawberry, sweet, orchid-like flowers, crisp roasted cacao nib in aroma and cup. Plump, juicy acidity; nectar-like mouthfeel. Flavor generalizes around the fruit and floral notes but rings on in a long, deep finish.","Notes: Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also spelled Geisha). With its elegantly elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” version of the Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. This particular Gesha is produced on the Ninety Plus Gesha Estates. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.",Who Should Drink It: A very light-roasted presentation encourages contemplation of a dried-in-the-fruit green coffee as absolutely pure as it is vibrant and intricate.
Kenya Karagoto,Allegro Coffee Roasters,"Berkeley, California","Nyeri County, Central Highlands, Kenya.",Medium,54/66,$12.99/12 ounces,December 2014,94,Aroma:,9,Acidity:,9,Body:,8,Flavor:,9,Aftertaste:,9,"Blind Assessment: Crisply sweet, giddily lively. Complex flowers (lilac, lavender, freesia), butter, roasted cacao nib, brown sugar, dry berry in aroma and cup. Delicate, sweetly bright acidity; silky mouthfeel. Sweet-toned, flavor-saturated finish.",Notes: ,"Who Should Drink It: A particularly fine, floral-toned version of the classic Kenya profile, delicate and giddy in its sweet flowers and berry working over drier, more savory suggestions."
Nekisse Natural Process Ethiopia,Barrington Coffee Roasting Co.,"Lee, Massachusetts","Sidamo (also Sidama) growing region, southern Ethiopia.",Light,64/89,$30.95/12 ounces,December 2014,94,Aroma:,9,Acidity:,9,Body:,8,Flavor:,9,Aftertaste:,9,"Blind Assessment: Sweetly pungent; dense, layered complexity. Caramel, roasted cacao-nib, blueberry, narcissus, a hint of passion fruit in aroma and cup. Rich, rounded acidity; lightly smooth, silky mouthfeel. Blueberry and cacao nib in particular saturate a gently drying finish. ","Notes: Nekisse is a proprietary type of Ethiopia coffee developed by Ninety Plus, a distinguished boutique exporter and importer of innovative small-lot coffees from Ethiopia and Panama. Grown near Neji in the Sidama/Sidamo growing region, this Ethiopian coffee is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.","Who Should Drink It: An engagingly lush yet cleanly crisp, intricately layered version of the great Ethiopia natural or dried-in-the-fruit cup."
Costa Rica Santa Rosa 1900,Allegro Coffee,"Berkeley, California","Tarrazu growing region, central Costa Rica.",Medium-Light,55/67,$12.99/12 ounces,December 2014,93,Aroma:,9,Acidity:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Rich, crisply balanced, deep. Blood orange, fresh-cut oak, narcissus, roasted cacao nib in aroma and cup. Rich, round, low-toned acidity; full, syrupy mouthfeel. The flowers and a particularly chocolaty cacao nib carry persuasively into a crisp finish.","Notes: From trees of the Catuai variety of Arabica grown at an elevation of around 6,000 feet, meticulously prepared at La Lia Micro-Mill. Allegro Coffee Roasters is a long-established specialty roaster and subsidiary of Whole Foods Market. This coffee was roasted at the new in-store boutique Allegro roastery-café located in Berkeley, California, the second such Allegro in-store roastery to open, following the first in Brooklyn, New York. Visit www.allegrocoffee.com or call 800-227-1107 for more information.","Who Should Drink It: hose who enjoy classic coffees with a round, deep, syrupy profile and quiet complexity."
Lycello Panama Gesha,Barrington Coffee Roasting Co.,"Lee, Massachusetts","Silla Del Pando, Volcan, Panama.",Light,66/93,$47.45/12 ounces,December 2014,93,Aroma:,9,Acidity:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Delicate, sweetly tart. Pear, dark chocolate, honeysuckle, tangerine, fresh-cut cedar in aroma and cup. Balanced, richly expressed acidity; full mouthfeel. The fruit and cedar notes carry into a gently flavor-saturated finish.","Notes: Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also spelled Geisha). With its generally elongated beans and distinctive floral and chocolate cup, the Geisha variety continues to distinguish itself as one of the world’s most unique coffees. This particular Gesha, a wet-processed or “washed” version, was produced on the Ninety Plus Gesha Estates. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.","Who Should Drink It: Light roasting develops the delicate, refreshing, very gently tart character of this coffee. The distinct pear-like notes, crisp yet juicy, are particularly attractive and unusual."
Sulawesi Toarco Peaberry,Allegro Coffee,"Berkeley, California","Toraja growing region, south-central Sulawesi, Indonesia.",Medium,50/63,$12.99/12 ounces,December 2014,90,Aroma:,9,Acidity:,8,Body:,8,Flavor:,8,Aftertaste:,7,"Blind Assessment: Deep, sweet, resonant. Violet-like flowers, Brazil nut, plum, manzanita, a hint of dark chocolate in aroma and cup. Round, backgrounded acidity; lightly syrupy mouthfeel. Plum, flowers and nut all carry into a rich though drying finish. ","Notes: Toarco (TOraja ARabica COffee) is a coffee project in the famous Sulawesi coffee growing region of Toraja developed and financed by Japan’s Key Coffee Company and its Indonesian partners. Toarco coffees are processed by variants of the orthodox wet or washed method, giving them a somewhat brighter and cleaner profile than Sulawesi coffees processed by the locally traditional wet-hulling method. Until recently Toarco sold its entire production to the Japanese market, making this coffee rare in the United States. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Allegro Coffee Roasters is a long-established specialty roaster and subsidiary of Whole Foods Market. This coffee was roasted at the new in-store boutique Allegro roastery-café located in Berkeley, California, the second such Allegro in-store roastery to open, following the first in Brooklyn, New York. Visit www.allegrocoffee.com or call 800-227-1107 for more information.","Who Should Drink It: Those who prefer the low-toned exotic in a round, resonant cup."
Java Sunda Hejo Micro-Lot,Allegro Coffee,"Berkeley, California","Eastern Java, Indonesia.",Medium,49/58,$12.99/12 ounces,December 2014,88,Aroma:,8,Acidity:,7,Body:,8,Flavor:,8,Aftertaste:,7,"Blind Assessment: Deep, low-toned, earthy. Fresh-turned earth, cashew, orange zest, prune-like fruit in aroma and cup. Faint floral top note. Muted, backgrounded acidity; lightly syrupy mouthfeel. The finish is rather heavy, but as the cup cools a muted chocolaty sweetness emerges. ","Notes: An unusual small-producer coffee from Java, prepared using the uniquely Indonesian fruit removal and drying practices collectively called wet hulling. Allegro Coffee Roasters is a long-established specialty roaster and subsidiary of Whole Foods Market. This coffee was roasted at the new in-store boutique Allegro roastery-café located in Berkeley, California, the second such Allegro in-store roastery to open, following the first in Brooklyn, New York. Visit www.allegrocoffee.com or call 800-227-1107 for more information.","Who Should Drink It: Those who value the rather rough, earthy style of Indonesian coffees."
Costa Rica La Nena Red Honey,Kakalove Cafe,"Chia-Yi, Taiwan","Central Valley growing region, Costa Rica.",Medium-Light,56/76,$16.00/16 ounces,November 2014,92,Aroma:,9,Acidity:,8,Body:,9,Flavor:,9,Aftertaste:,7,"Blind Assessment: Delicately and sweetly pungent. Ripe orange, narcissus-like flowers, roasted cacao nib, roasted pecan in aroma and cup. Gentle but vibrant acidity; lightly syrupy, lively mouthfeel. Flavor consolidates in a rather short finish. ","Notes: Produced from trees of the Villa Sarchi variety of Arabica, a selection of Bourbon, and processed by the red honey method, meaning the beans were dried with more than 50% of the fruit flesh still adhering to the beans. Fourth-generation coffee farmer Juan Ramon Alvarado produced this coffee on his La Nena farm and processed it at his Brumas del Zurqui micro-mill. Kakalove Café is a nano-roaster located the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",Who Should Drink It: An attractive coffee for those who prefer naturally sweet coffees with quiet acidity but gently lively aromatics.
Nagy Peaberry,ManLao River Coffee Company,"Pu’Er, Yunnan Province, China","Yunnan Province, China.",Medium-Light,55/86,RMB $60/125 grams,November 2014,88,Aroma:,7,Acidity:,8,Body:,8,Flavor:,8,Aftertaste:,7,"Blind Assessment: Sweet, plain, refreshing. Honey, or perhaps agave syrup, fresh-cut birch wood, plumeria, a hint of tangerine-like citrus in aroma and cup. Sweet-toned, delicate acidity; satiny mouthfeel. Flavor simplifies in a short finish, though the flower and wood notes persist. ","Notes: This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. The roasted coffee is sold in a very attractive fiberboard gift package with a genuine wax seal. Man Lao River Project is a non-profit organization started by the Yunnan government for the purpose of alleviating poverty and protecting the environment. Man Lao is a coffee producer as well as roaster and distributor. Visit www.manlaorivercoffeeco.com or call 866-586-5912 for more information.","Who Should Drink It: Those who enjoy a sweet, refreshing, light-roasted cup from an unusual origin."
Throttle Espresso,Revel Coffee,"Billings, Montana.",South America; Africa.,Medium,53/66,$12.75/12 ounces,November 2014,93,Aroma:,9,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Deep, sweetly pungent. Brown sugar, blood orange, apricot, roasted cacao nib, fresh-cut cedar, a hint of narcissus-like flowers in aroma and small cup. Silky mouthfeel. The cacao nib softens to chocolate in a very sweet, smooth finish. Outstanding in three parts milk: a crisp, cedary chocolate dominates, nuanced by the orange and a hint of narcissus. ","Notes: Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.","Who Should Drink It: A balanced, lively straight shot, but particularly fine in shorter milk: Should make a superb cappuccino."
