coffee_name,roaster_name,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,overall_score,h1,s1,h2,s2,h3,s3,h4,s4,h5,s5,p1,p2,p3
El Salvador Pacamara,RamsHead Coffee Roasters,"Bozeman, Montana","Ahuachapan, El Salvador",Medium,50/67,$17.95/12 ounces,July 2020,92,Aroma:,8,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Richly sweet-savory, cocoa-toned. Cocoa powder, hop flowers, black cherry, fresh-cut oak, agave syrup in aroma and cup. Balanced, bittersweet structure with brisk acidity; plush, syrupy mouthfeel. Finish consolidates to cocoa-toned black cherry and oak.","Notes: Produced at the Menendez Family Farm entirely of the big-beaned Pacamara variety of Arabica and processed by the wet, or washed, method. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker. RamsHead specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.",The Bottom Line: A complex El Salvador Pacamara cup with cocoa-toned stone fruit and bittersweet florals throughout.
Honduras Finca La Joya Natural,RamsHead Coffee Roasters,"Bozeman, Montana","San Jose, La Paz, Honduras",Medium,50/67,$15.95/12 ounces,July 2020,90,Aroma:,8,Acidity/Structure:,8,Body:,8,Flavor:,8,Aftertaste:,8,"Blind Assessment: Fruit-toned, chocolaty. Dark chocolate, dried raspberry, cedar, molasses, lily in aroma and cup. Sweet-tart structure with mild, accessible acidity; satiny-smooth mouthfeel. The fruit-toned finish is supported by notes of dark chocolate and cedar.","Notes: Produced by Tony Castro of Finca La Joya entirely of the Paraneima variety of Arabica and processed by the natural method. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker. RamsHead specializes in direct trade, microlot coffees. For more information, visit www.ramsheadcoffee.com.","The Bottom Line: The dried-in-the-fruit, natural processing makes this coffee atypical for Honduras. Here it encourages a range of dried fruit flavors. Sales of this coffee help support a local girls’ orphanage at origin."
Lone Peak Blend,RamsHead Coffee Roasters,"Bozeman, Montana",Brazil; Costa Rica,Medium,45/60,$15.95/12 ounces,July 2020,90,Aroma:,8,Acidity/Structure:,8,Body:,8,Flavor:,8,Aftertaste:,8,"Blind Assessment: Deeply sweet, roast-toned. Dark caramel, gently scorched fir, gardenia, date, a hint of cardamom in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety mouthfeel. The resonant finish centers around notes of dark caramel and gardenia, with undertones of aromatic wood.","Notes: A blend of anaerobic-processed Brazil and natural-processed Costa Rica coffees. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker. RamsHead specializes in direct trade, microlot coffees. For more information, visit www.ramsheadcoffee.com.",The Bottom Line: An unusual blend of natural- and anaerobic-processed coffees roasted to medium-dark to develop caramel and floral tones.
Guji Uraga Nitro Cold Brew,Corvus Coffee Roasters,"Denver, Colorado","Guji Zone, Oromia region, southern Ethiopia",NA,0/0,$3.99/8-ounce can,July 2020,94,Acidity/Structure:,9,Body:,9							,Flavor:,9,Aftertaste:,9,With Milk:,8,"Blind Assessment: A ready-to-drink black coffee, tested cold. Notes of peach, pomegranate, a whiff of rum barrel, cocoa powder, jasmine. Sweet-tart structure with high-toned acidity; crisp, satiny mouthfeel. The acidy brightness fades in the finish, leaving pretty fruit notes (peach, pomegranate) with hints of vaguely fermenty sweetness we associated with rum barrel. In milk, fruit recedes and cocoa powder comes to the fore. ","Notes: This exceptional coffee was selected as the No. 21 coffee on Coffee Review’s list of the Top 30 Coffees of 2020.  The coffee tied for the highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. Prepared by the cold-brew method, which involves prolonged steeping of ground coffee in cold or room-temperature water and subsequent filtering. Contains no additives or ingredients other than coffee and water. Infused with nitrogen when canned. The green coffee used is a natural-processed Ethiopia Guji Uraga. Corvus Coffee Roasters is based in Denver, Colorado and specializes in rare and exclusive coffees from some of the finest growers in the world. Corvus particularly focuses on processing methods and selective harvesting, which result in small, seasonal micro-lots of uniquely sweet, vibrant, and clean flavor profiles. For more information, visit www.corvuscoffee.com.","The Bottom Line: The addition of nitrogen gas gives this high-toned RTD, a single-origin natural-processed Ethiopia cold brew, a heady lift."
Kamoini Black Coffee,Four Barrel Coffee,"San Francisco, California","Nyeri growing region, south-central Kenya",NA,0/0,$4.00/can,July 2020,94,Acidity/Structure:,9,Body:,8							,Flavor:,9,Aftertaste:,9,With Milk:,9,"Blind Assessment: A ready-to-drink black coffee, tested cold. Juicy, tart-leaning, sweetly savory. Pie cherry, cocoa nib, freesia-like flowers, hazelnut toffee, myrrh. Sweet-savory structure with vibrant acidity; delicate, crisp mouthfeel. The savory-sweet theme continues into the finish with undertones of freesia and myrrh.","Notes: This coffee tied for the highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. This single-origin Kenya Kamoini was brewed hot, then chilled quickly without exposure to oxygen before being canned. Contains no additives or ingredients other than coffee and water. Four Barrel is a café in San Francisco's Mission District with an in-house roasting facility. Visit www.fourbarrelcoffee.com or call 415-252-0800 for more information.",The Bottom Line: Classic Kenya cup profile captured in cold-coffee form: sweet-tart fruit notes juxtaposed with a cocoa and sweet-savory throughline.
Asfaw Maru Ethiopia Natural Cold Brew,Collage Coffee,"Grove City, Pennsylvania","Yirgacheffe growing region, southern Ethiopia",NA,0/0,$4.50/12 ounces,July 2020,93,Acidity/Structure:,9,Body:,9							,Flavor:,9,Aftertaste:,8,With Milk:,8,"Blind Assessment: A ready-to-drink black coffee, tested cold. Rhubarb, Pinot Noir grape, cocoa nib, honeysuckle, sandalwood. Sweet-tart-savory structure with big, juicy acidity; viscous, syrupy-smooth mouthfeel. Finish consolidates to notes of rhubarb and cocoa nib with sandalwood undertones.","Notes: This coffee tied for the second-highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. Collage Coffee is a micro-roastery featuring specialty coffee and house brewed kombucha. The green coffee used is a natural-processed Ethiopia Yirgacheffe. Contains no additives or ingredients other than coffee and water. Colläge works with local artists to promote fine arts in its region, and loves serving its community. This coffee is available for purchase at the Collage store and cafe, 221 South Broad Street, Grove City, Pennsylvania.",The Bottom Line: A grown-up cold brew with cleanly wine-like suggestions. Would be a nice pairing with grilled lamb chops.
Ethiopia Nano Challa Cold Brew,Bonfire Coffee Company,"Carbondale, Colorado","Jimma Zone, Oromia State, Ethiopia",NA,0/0,$18.99/50 ounces,July 2020,94,Acidity/Structure:,9,Body:,9							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: A ready-to-drink black coffee, tested cold. Rich, floral-toned, intricate and complex. Notes of wisteria, Keemun black tea, cocoa nib, Meyer lemon, frankincense. Crisp, tart-leaning structure with sweet undertones and juicy acidity; refreshing, velvety mouthfeel. Satisfying, lingering finish with notes of black tea and lemon. Stands up to milk with continued tartness and amplification of the cocoa note.","Notes: This coffee tied for the highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. Prepared by the cold-brew method, which involves prolonged steeping of ground coffee in cold or room-temperature water and subsequent filtering. Contains no additives or ingredients other than coffee and water. The green coffee used is a washed-process Ethiopia Nano Challa. Bonfire Coffee is a Colorado-based roaster and café centered around the metaphor of a Bonfire that represents community and coffee. For more information, visit www.bonfirecoffee.com.","The Bottom Line: Sweet, juicy, citrusy, bright: Pair it with a slice of lemon meringue pie."
Ethiopia Washed Guji Anasora Cold Brew,Klatch Coffee,"Los Angeles, California",Ethiopia,NA,0/0,$20.00/Four 12-ounce bottles,July 2020,93,Acidity/Structure:,8,Body:,9							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: A ready-to-drink black coffee, tested cold. Chocolaty-rich, deep-toned. Dark chocolate, candied walnut, pear, baking spices, cedar. Sweet structure with gentle, round acidity; full, satiny mouthfeel. Resonant chocolate-toned finish with undertones of candied walnut and cedar. Milk makes the chocolate notes lift off in this developed roast profile.","Notes: This coffee tied for the second-highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. Prepared by the cold-brew method, which involves prolonged steeping of ground coffee in cold or room-temperature water and subsequent filtering. Contains no additives or ingredients other than coffee and water. The green coffee is a washed Ethiopia Guji Anasora. Klatch Coffee is an award-winning small-batch roasting company in the Los Angeles area whose resident barista and trainer, Heather Perry, won both the 2003 and 2007 United States Barista Championships brewing a Klatch Coffee espresso blend. Visit www.klatchroasting.com or call 877-455-2824 for more information.","The Bottom Line: Rich, deeply chocolaty through and through, with intimations of nuts, fruit, and warming spices."
Cold Brew,States Coffee & Mercantile,"Martinez, California",Colombia; Guatemala,NA,0/0,$4.00/12-ounce bottle; $20.00/6-pack,July 2020,93,Acidity/Structure:,8,Body:,9							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: A ready-to-drink black coffee tested cold. Subtle, nuanced, attractively bittersweet. Dark chocolate, candied tangerine, cashew butter, lilac, cedar. Balanced structure with gentle but vibrant acidity; plush, syrupy-smooth mouthfeel. The brisk finish centers around dark chocolate and cedar notes. Milk particularly enlivens dark chocolate, candied citrus, and cashew notes. ","Notes: This coffee tied for the second-highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. Prepared by the cold-brew method, which involves prolonged steeping of ground coffee in cold or room-temperature water and subsequent filtering. Contains no additives or ingredients other than coffee and water. Available at the Martinez, California shop and via home delivery within a 20-mile radius of Martinez. Founded by roaster Keith Gehrke in 2015, States Coffee is a hybrid roastery/cafe and a mercantile that features handmade artisan wares. Visit www.statescoffee.com for more information.

 ","The Bottom Line: Paradoxically complex and friendly, a labor of love for States’ owner/roaster Keith Gehrke and a spot-on summer pick-me-up."
Guji Cold Brew,Stumptown Coffee Roasters,"Portland, Oregon","Guji Zone, Oromia region, southern Ethiopia",NA,0/0,$4.59/10.5-ounce bottle,July 2020,93,Acidity/Structure:,9,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: A ready-to-drink black coffee, tested cold. Deeply sweet, caramel-toned. Dark caramel, vanilla bean, date, magnolia, fresh-cut oak. Richly sweet in structure with lively acidity; lightly velvety mouthfeel. Consolidates to dark caramel and vanilla bean in the finish. Milk gives this cold coffee a dessert-like quality.","Notes: This coffee tied for the second-highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. Certified organic. Prepared by the cold-brew method, which involves prolonged steeping of ground coffee in cold or room-temperature water and subsequent filtering. Contains no additives or ingredients other than coffee and water. The green coffee used to produce this particular Stumptown product is a single-origin Ethiopia Guji. Stumptown Coffee is a small-batch premium roasting company that wholesales its coffees as well as serves them in its cafes in five U.S. cities, including its latest expansion to New Orleans. Visit www.stumptowncoffee.com or call 855-711-3385 for more information.","The Bottom Line: Deep, rich, as sweet as can be, developed in the roast to bring out caramel notes while retaining fruit and floral tones."
Crushable Nitro Cold Brew,Topeca Coffee,"Tulsa, Oklahoma",El Salvador; Brazil,NA,0/0,$13.99/Four 8.4-ounce cans,July 2020,93,Acidity/Structure:,8,Body:,9							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: A ready-to-drink black coffee, tested cold. Crisp, sweetly tart, multi-layered. Black cherry, rhododendron, marzipan, oak, baking chocolate. Sweet-tart structure with brisk acidity; full, syrupy mouthfeel. Marzipan and oak carry into the quietly engaging finish. Milk changes the equation entirely; rhododendron and baking chocolate take center stage with levity added by the infused nitrogen.","Notes: This coffee tied for the second-highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. Prepared by the cold-brew method, which involves prolonged steeping of ground coffee in cold or room-temperature water and subsequent filtering. Infused with nitrogen gas after brewing. Contains no additives or ingredients other than coffee, water and nitrogen gas. Topéca Coffee is an artisan roaster with three café locations and a roastery in Tulsa, Oklahoma.Visit www.topecacoffee.com or call 918-398-8022 for more information.","The Bottom Line: A balanced, approachably complex nitro cold brew made from Topéca’s longstanding Porch Session Blend. Be forewarned: owing to a very high coffee-to-water brewing ration, one 8.4-ounce can contains as much caffeine as a 20-ounce cup of hot-brewed coffee!"
Brazil Ipanema Black Edition A-41 Red Cherry,GK Coffee,"Yilan, Taiwan","Ipanema, Brazil",NA,0/0,NT $200/150 ml. bottle,July 2020,94,Acidity/Structure:,9,Body:,9							,Flavor:,9,Aftertaste:,9,With Milk:,8,"Blind Assessment: A ready-to-drink black coffee, tested cold. Bing cherry, sassafras, aromatic orchid, bay tree, brandy. Sweet-tart structure with juicy, bright acidity; lush, mouth-filling viscosity. Long, resonant, flavor-saturated finish that carries over all the notes from the cup. Quiet and elegant in milk, with all flavor notes represented at a lower volume.","Notes: This coffee tied for the highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. Prepared by the cold-brew method, which involves prolonged steeping of ground coffee in cold or room-temperature water and subsequent filtering. Contains no additives or ingredients other than coffee and water. The green coffee used is a washed Brazil Ipanema that was processed in an atypical way, including a 34-hour pre-drying period on patio, followed by 44 hours in vertical driers before storage in double-barrier bags, at which point the roaster surmises that fermentation continues, resulting in a winy aroma and flavor more often associated with natural-processed coffees. The roaster sells this coffee as whole bean for NT $500/200 grams. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","The Bottom Line: Tasted blind, this reads like a natural-processed coffee, but it is fully washed with an unusual, and very appealing sweet ferment, suggesting cherry liqueur. Delicious with a side of high-quality dark chocolate."
Cold Coffee,Equator Coffees,"San Rafael, California",Sumatra; Kenya; Colombia,NA,0/0,$46.50/12 9.5-ounce cans,July 2020,92,Acidity/Structure:,8,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: A ready-to-drink black coffee, tested cold. Delicate, sweet-toned. Apricot, almond, lime zest, baking chocolate, maple syrup. Sweet-tart structure with gentle, mild acidity; light, almost feathery mouthfeel. Crisp, subtly sweet-tart finish. Baking chocolate and almond notes bloom in milk, while apricot and lime zest recede.","Notes: This coffee tied for the third-highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. Brewed hot, then flash-chilled and canned. Contains no additives or ingredients other than coffee and water. Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.

 ","The Bottom Line: A tale of two cold coffees: tart and zesty served black, chocolaty and nutty with a splash of whole milk."
Jade Nitro Espresso Cold Brew,Magnolia Coffee,"Charlotte, North Carolina",Brazil; Uganda; Colombia; El Salvador; Ethiopia,NA,0/0,$18.00/4-12-ounce bottles; 32 ounces/$12; 64-ounces/$20.00,July 2020,92,Acidity/Structure:,8,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: A ready-to-drink black coffee, tested cold. Richly chocolaty, boldly nut-toned, deeply sweet. Chocolate fudge, rhododendron, black cherry, fresh-cut fir, molasses. Sweet-toned structure with mild acidity; crisp, satiny-smooth mouthfeel. The chocolaty finish is supported by rhododendron and fresh-cut fir. With a splash of whole milk, fudge-like chocolate notes and undertones of black cherry win the day. ","Notes: This coffee tied for the third-highest rating in a tasting of ready-to-drink black coffees for Coffee Review’s July 2020 tasting report. Brewed hot, then flash-chilled and bottled. The green coffee used is Magnolia’s Jade Espresso Blend, which consists of a Brazil semi-washed coffee, a washed Uganda and Colombia, and an El Salvador natural. Post-roast, a natural Ethiopia Yirgacheffe is added. Nitrogen gas is used throughout the whole system, including flushing the kegs and pushing the draft coffee into bottles. Contains no additives or ingredients other than coffee and water. Magnolia Coffee is a Charlotte, North Carolina-based specialty roaster whose motto is “Craft roasted. Truly delicious. Socially conscious.” Magnolia particularly emphasizes community engagement through its Local Beans for Local Good programs.Visit www.magnoliacoffeeco.com or for more information.","The Bottom Line: Magnolia’s classic espresso blend, repurposed as rich, chocolaty, nutty, deep-flavored cold brew."
Instant Karma,modcup coffee,"Jersey City, New Jersey",Brazil; Bali; Ethiopia,NA,0/0,$3.00/sachet (plus one donated),July 2020,90,Aroma:,8,Acidity/Structure:,8,Body:,8,Flavor:,8,Aftertaste:,8,"Blind Assessment: Evaluated as an instant or soluble coffee at proportions of one packet of instant coffee (5 grams) mixed with 8.5 ounces (250 ml) of hot water. Delicately sweet-tart. Caramel, green apple, hazelnut, magnolia, oak in aroma and cup. Sweet-toned structure with little perceptible acidity; smooth mouthfeel with medium weight. The crisp finish centers around notes of caramel, hazelnut and green apple.","Notes: A blend of three coffees: a pulped natural-processed from Brazil, a natural-processed Bali, and a natural-processed Ethiopia Yirgacheffe. Solubilized by Swift Cup. This instant coffee is a collaboration between modcup and Swift Cup Coffee to benefit essential workers during the Covid-19 pandemic. For every sachet purchased, one will be donated to essential workers. modcup coffee, founded in 2013, focuses on fresh roasting and distinctive natural-processed coffees. Visit modcup.com for more information.","The Bottom Line: A very appealing instant cup comprised of natural-processed coffees from three origins, supporting a philanthropic effort to provide coffee to essential workers."
40-Hour Ethiopia Girma Eshetu,Columbia Street Roastery,"Champaign, Illinois","Bita Genet District, Keffa Zone, southwestern Ethiopia",Medium-Light,56/72,$15.00/20 ounces (2 types),July 2020,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Richly sweet-savory, complex, nuanced. Butterscotch, hop flowers, sandalwood, dried apricot, candycap mushroom in aroma and cup. Bittersweet structure with gentle, round acidity; very full, syrupy-smooth mouthfeel. The resonant finish consolidates around notes of sandalwood and hop flowers with apricot undertones.","Notes: Produced by Girma Eshetu on his single-farmer estate from trees of varieties of Arabica long grown in the region. This coffee represents an effort to assess the effect of adding yeast to the tank during the fermentation process. Purchase comes with a sample of the traditional washed-process coffee, so consumers can compare the two. Columbia Street Roastery is a family-owned business in Champaign, Illinois, founded in 1998 with the mission of offering its community quality specialty coffee at affordable prices. For more information, visit https://csrcoffee.com/.","The Bottom Line: A bargain opportunity for coffee lovers to compare a sample of coffee from the same trees processed using a commercial yeast added to the tank during ferment and a sample fermented in the usual way, influenced only by wild yeasts."
Costa Rica Hacienda Tobosi Copey Villa Sarchi Black Honey,Atom Coffee Roasters,"Douliou City, Taiwan","Tobosi, Cartago Province, Costa Rica",Medium-Light,52/70,NT $450/220 grams,July 2020,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Deeply rich, chocolaty and fruit-toned. Blueberry tart, chocolate fudge, rum barrel, gardenia, molasses in aroma and cup. Vibrantly sweet-tart structure with juicy, fruit-forward acidity; creamy-smooth mouthfeel. Finish consolidates to suggestions of dried blueberry, chocolate fudge and rum barrel.","Notes: Produced at Hacienda Tobosi entirely of the Villa Sarchi variety of Arabica and processed by the black honey method, in which the skins are removed from the fruit but virtually all of the pulp is allowed to dry on the beans, often resulting in a deep, pungent profile. Atom Coffee Roasters is a specialty roaster based in Douliou City, Taiwan. For more information, visit https://m.facebook.com/atomcoffee2019/.","The Bottom Line: A decadent, dessert-like Costa Rica cup processed by the black honey method, offering especially lively acidity and full, viscous mouthfeel."
Atom Blend,Atom Coffee Roasters,"Douliou City, Taiwan",Brazil; Guatemala; Ethiopia; Indonesia,Medium,45/60,NT $300/220 grams,July 2020,90,Aroma:,8,Body:,8							,Flavor:,8,Aftertaste:,8,With Milk:,8,"Blind Assessment: Evaluated as espresso. Cocoa-toned, sweetly smoky. Cocoa powder, gently scorched oak, lily, raisin, Brazil nut in aroma and small cup. Crisp, velvety mouthfeel; gently drying, nut- and cocoa-toned finish. In three parts milk, notes of cocoa powder and Brazil nut come to the fore, supported by hints of smoky oak.","Notes: A blend comprised of coffees from Brazil, Guatemala, Ethiopia and Indonesia and designed for espresso applications. Atom Coffee is a specialty roaster based in Douliou City, Taiwan. For more information, visit https://m.facebook.com/atomcoffee2019/.

 ","The Bottom Line: A darker-roasted espresso blend that highlights cocoa, nut, and aromatic wood notes, with a hint of sweet smokiness underneath."
Sudan Rume,modcup coffee,"Jersey City, New Jersey","Valle del Cauca growing region, Colombia",Light,62/80,$30.00/6 ounces,June 2020,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Spice-toned, delicate and deep. Cardamom, black tea, bergamot, honeysuckle, sandalwood in aroma and cup. Sweet-savory structure with juicy acidity; full, syrupy-smooth mouthfeel. Flavor-saturated finish leads with cardamom and bergamot, rounding to honeysuckle-toned sandalwood in the long.","Notes: Comprised entirely of beans from the rare Sudan Rume, a presumably very old variety of Arabica originally selected from wild trees growing on the Boma Plateau of Sudan, close to the border with Ethiopia. Produced by Rigoberto Herrera at Granja La Esperanza in Colombia and processed by the wet, or washed, method. Founded in 2013, modcup coffee focuses on fresh roasting and distinctive natural-processed coffees. Visit modcup.com for more information.","The Bottom Line: An exciting cup from a rare varietal that, in this incarnation, is richly cocoa-toned and spice-laden, complex and multi-layered."
Ethiopia Sidama Keramo Village,modcup coffee,"Jersey City, New Jersey","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/76,$25.00/12 ounces,June 2020,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Delicate, deep, vibrantly sweet-tart. Lilac, dried apricot, cocoa nib, lemon verbena, cedar in aroma and cup. Sweet-tart structure with lively, bright acidity; plush, viscous mouthfeel. The resonant finish centers around notes of apricot and cocoa nib.","Notes: Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp removed before drying). Founded in 2013, modcup coffee focuses on fresh roasting and distinctive natural-processed coffees. Visit modcup.com for more information.","The Bottom Line: A high-toned washed Sidama cup complexly layered with notes of sweet fruit, tart herb, deep cocoa and flowers."
Red Bourbon Natural Exclusive Reserve,Hala Tree Kona Coffee,"Captain Cook, Hawaii","North Kona growing district, “Big Island” of Hawaii",Medium-Light,58/76,$38.00/8 ounces,June 2020,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,10,Aftertaste:,8,"Blind Assessment: Sweetly pungent, juicy. Tangerine, dark chocolate, almond butter, honeysuckle, a hint of kefir in aroma and cup. Sweetly tart structure with bold, lactic acidity; full, syrupy mouthfeel. The layered finish consolidates to notes of tangerine and sweet yogurt. ","Notes: Certified organic. Produced entirely from trees of the Red Bourbon variety of Arabica and processed by the dry or “natural” method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Limited release available only as part of Hala Tree's Tasting Club.  Hala Tree Coffee is a family-owned organic Kona coffee farm in the heart of the Kona coffee belt, overlooking historic Kealakekua Bay. The 100% Kona Coffee produced on this USDA organic-certified property is processed and roasted on site to ensure quality. For more information, visit www.halatreecoffee.com.",The Bottom Line: A natural-processed Kona coffee with an interesting fruit-toned profile and a pleasing throughline of lactic-style acidity (think fresh yogurt); quite compelling as a pourover.
Nano Genji Agaro Gera,Temple Coffee Roasters,"Sacramento, California","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium,52/68,$21.00/12 ounces,June 2020,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Deep-toned, fruit-centered, richly aromatic. Dark chocolate, black cherry, star jasmine, oak, almond brittle in aroma and cup. Sweet-tart structure with crisp, lively acidity; plush, viscous mouthfeel. Finish centers around dark chocolate and black cherry.","Notes: Ethiopia coffees like this one are produced largely from local, indigenous varieties of Arabica. Produced by smallholding members of the Nano Challa Cooperative and processed by the wet, or washed, method (fruit skin and pulp are removed before drying). Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","The Bottom Line: A deeply fruit-toned washed Ethiopia cup, brought far enough along in the roast to develop big chocolate notes."
Sumatra Pantan Musara,Revel Coffee,"Billings, Montana","Aceh Province, Sumatra, Indonesia",Medium-Light,58/74,$21.00/12 ounces,June 2020,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Richly sweet-savory, deeply aromatic. Black currant, cocoa nib, pink peppercorn, lilac, sandalwood in aroma and cup. Sweet-savory structure with high-toned acidity; viscous, satiny mouthfeel. Resonant, umami-leaning finish with notes of pink peppercorn and sandalwood.","Notes: Produced by smallholding farmers of the Gayo 1, Gayo 2, P88, Abyssinia, and Ateng Super varieties of Arabica and and processed by the wet, or washed, method. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.",The Bottom Line: A washed-process Sumatra with engaging high-toned fruit and complex spice tones not typical of the usual wet-hulled coffees produced in this region. Drink it for its originality and its intrigue.
Quadratic Wizard Blend,Rhetoric Coffee,"Berkeley, California",Brazil; Colombia; Ethiopia,Medium,52/68,$16.00/12 ounces,June 2020,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Deep-toned, cocoa- and fruit-driven. Nectarine, cocoa powder, cashew butter, lily, agave syrup in aroma and cup. Sweet in structure with gentle, round acidity; full, syrupy mouthfeel. Sweetly cocoa-toned, nutty finish.","Notes: A blend comprised of a natural-processed coffee from Brazil and two washed-process coffees, a Colombia and an Ethiopia. Founded in 2015 by roaster James Parrish, Rhetoric Coffee is roasted at CoRo, Bay Area Co-Roasters (www.corocoffee.com), a collaborative community roasting space in Berkeley, California. Visit www.rhetoriccoffee.com for more information.","The Bottom Line: A deft blend of coffees, both washed and natural-processed, that nets a sweet, rich, chocolate- and fruit-toned cup. "
Colombia Nariño,Revel Coffee,"Billings, Montana","Nariño Department, southern Colombia",Medium-Light,54/72,$17.00/12 ounces,June 2020,93,Aroma:,9,Acidity/Structure:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Deeply and richly sweet, quite chocolaty. Dark chocolate, red grape, magnolia, maple syrup, oak in aroma and cup. Sweet-toned structure with bright, lively acidity; smooth, velvety mouthfeel. The pleasing finish consolidates to notes of dark chocolate and magnolia.","Notes: From an admired growing region in the southernmost Colombia Department of Nariño and comprised of the Castillo, Caturra and Colombia varieties of Arabica; processed by the wet, or washed method. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.","The Bottom Line: A balanced, chocolaty Colombia cup with especially engaging, high-toned acidity."
Honey Peru Huabal,Amavida Coffee Roasters,"Santa Rosa Beach, Florida","Huabal, Peru",Medium-Light,58/74,$20.00/12 ounces,June 2020,93,Aroma:,9,Body:,8							,Flavor:,9,Aftertaste:,9,With Milk:,8,"Blind Assessment: Deeply sweet, gently and cleanly fruit-toned. Dried apricot, baking chocolate, lemon verbena, maple syrup, cedar in aroma and cup. Sweet in structure with gentle, round acidity; full syrupy-smooth mouthfeel. Finish consolidates to notes of apricot and lemon verbena in the short, with baking chocolate resurfacing in the long. ","Notes: Certified organic and fair trade. Produced by CENFROCAFE of the Caturra and Catimor varieties of Arabica and processed by the honey method, in which some fruit flesh (“honey”) is allowed to adhere to the beans during drying. The company name Amavida combines the Spanish words for love and life, reflecting Amavida’s multifaceted commitment to fairness and fine coffee. For more information, visit www.amavida.com or call 850-213-1965.","The Bottom Line: A cleanly fruit-forward honey-processed Peru cup, with the fruit nicely balanced by crisp chocolate and sweet herb notes."
