coffee_name,roaster_name,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,overall_score,h1,s1,h2,s2,h3,s3,h4,s4,h5,s5,p1,p2,p3
Costa Rica Hacienda Sonora Honey,Regent Coffee,"Glendale, California","Carrillos Alto de Poás, Alajuela Province, Costa Rica",Medium-Light,58/76,$21.00/12 ounces,July 2022,93,Aroma:,9,Acidity/Structure:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Bright, vibrantly sweet. Wild honey, dried plum, cocoa nib, pink grapefruit zest, lilac in aroma and cup. Sweet structure with crisply bright acidity; velvety-smooth mouthfeel. Cocoa-toned finish with undertones of wild honey and pink grapefruit zest.","Notes: Produced by Alberto and Diego Guardia of Hacienda Sonora entirely of the Bourbon variety of Arabica, and processed by the honey method, in which the skins are removed from the fruit, but at least some of the sticky fruit flesh is allowed to dry on the beans. With more than 10 years of roasting experience, Regent strives to deliver coffee with care and purpose. Visit regentcoffee.com for more information.","The Bottom Line: Produced by a farm known for its pioneering work in the honey methods of processing green coffee, this classic version of the type offers a focused sweetness, dried fruit notes and pretty florals."
Ethiopia Shantawane Buncho Honey,The Reverse Orangutan,"Glendora, California","Sidama Region, south-central Ethiopia",Light,62/80,$22.00/12 ounces,July 2022,93,Aroma:,9,Acidity/Structure:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Vibrantly fruit-toned, intensely sweet-tart. Mango, cocoa nib, agave syrup, lemon thyme, magnolia in aroma and cup. Sweet-tart structure with perky acidity; plush, syrupy mouthfeel. Crisp fruit-forward finish with undertones of agave syrup and lemon thyme.","Notes: Produced at Gatta Farm from trees of local landrace varieties of Arabica and processed by the honey method, in which the skins are removed from the fruit but at least some of the sticky fruit flesh is allowed to dry on the beans. Reverse Orangutan is a specialty coffee roaster based in Glendora, California, “a scrappy operation focused on delivering some serious gourmet shit.” Visit www.thereverseorangutan.com for more information.",The Bottom Line: A richly fruit-toned natural-processed Ethiopia cup with a tropical throughline and particularly juicy acidity.
Ethiopia Gigesa Natural,Espresso Republic,"Chino, California","Guji Zone, Oromia Region, Ethiopia",Medium-Light,58/76,$15.95/12 ounces,July 2022,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Fruit-centered, sweetly herbaceous. Bing cherry, marjoram, honeysuckle, salted caramel, fresh-cut oak in aroma and cup. Sweetly tart with brisk acidity; full, syrupy-smooth mouthfeel. The crisply sweet finish consolidates around notes of honeysuckle and oak.","Notes: Southern Ethiopia coffees like this one are largely produced from distinctive landrace Ethiopian varieties of Arabica long grown in the region. This is a natural-processed version (dried in the whole fruit). Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information. ","The Bottom Line: A deeply fruit-toned Ethiopia natural cup with richly tart undertones and a plush, viscous mouthfeel."
Colombia Huila Finca Villabetuila Anaerobic Honey,Branch Street Coffee Roasters,"Youngstown, Ohio","Huila Department, Colombia",Medium-Light,59/74,$19.95/12 ounces,July 2022,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Deeply and richly sweet, chocolaty. Dried blueberry, chocolate fudge, gardenia, cedar, hazelnut in aroma and cup. Sweet-toned structure with round, fruity acidity; full, creamy mouthfeel. ","Notes: Produced at Finca Villabetuila and processed by the anaerobic honey method (beans, with skin removed, are fermented in a hermetically sealed container before drying). Branch Street Coffee Roasters is a small-batch specialty coffee roaster in Youngstown, Ohio.  Visit www.branchstreetcoffee.com for more information. ","The Bottom Line: A berry-toned, richly chocolaty anaerobic honey cup from Colombia — almost dessert-like in its sweetness."
Costa Rica Bounty Gesha,Barrington Coffee Roasting Co.,"Lee, Massachusetts","Dota, Tarrazú growing region, Costa Rica",Medium-Light,60/78,$39.45/12 ounces,July 2022,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Delicately fruit-toned, sweetly herbaceous. Passion fruit, lemon balm, cocoa nib, narcissus, sandalwood in aroma and cup. Bright, balanced structure with sweet malic acidity; full, syrupy-smooth mouthfeel. The finish consolidates to notes of cocoa nib and lemon balm.","Notes: Produced at Finca La Joya entirely of the Gesha variety of Arabica, and processed by the anaerobic natural method, in which the intact coffee fruit is fermented in an oxygen-free environment before drying. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.","The Bottom Line: A balanced, delicately fruit-driven Costa Rica Gesha supported by rich cocoa nib and sweet, citrusy herb."
Joker,Madness Roastworks,"Kota Kinabalu, Sabah, Malaysia",Mexico; Ethiopia; Peru,Medium-Light,57/77,RM 130/350 grams,July 2022,93,Aroma:,9,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Crisply sweet, deep-toned. Salted caramel, plum, grapefruit zest, fresh-cut oak, lily in aroma and small cup. Sweet structure with juicy-bright acidity; very full, satiny mouthfeel. The finish leads with notes of caramel and grapefruit zest. Complex and deep in three parts milk with lingering notes of florals and salted caramel.","Notes: A blend of coffees from Mexico, Ethiopia and Peru. Madness Roastworks is a specialty coffee roaster, coffee shop, and coffee consulting firm based in Sabah, Malaysia. Visit www.facebook.com/madnessroastworks for more information.",The Bottom Line: A vibrantly satisfying blend with leading notes of caramel and bittersweet citrus and especially lively acidity. 
Tropical Grenade,Madness Roastworks,"Kota Kinabalu, Sabah, Malaysia",Mexico; Panama; Colombia,Medium-Light,58/77,RM 120/350 grams,July 2022,92,Aroma:,9,Body:,9							,Flavor:,9,Aftertaste:,7,With Milk:,9,"Blind Assessment: Evaluated as espresso. Crisply sweet, fruit-toned. Goji berry, cocoa powder, cashew, orange zest, cedar in aroma and small cup. Sweet-toned structure with gentle acidity; satiny-smooth mouthfeel. Nut- and cocoa-toned finish. Chocolate-toned and citrusy in three parts milk.","Notes: A blend of coffees from Mexico, Panama and Colombia. Madness Roastworks is a specialty coffee roaster, coffee shop, and coffee consulting firm based in Sabah, Malaysia. Visit www.facebook.com/madnessroastworks for more information.","The Bottom Line: An inviting blend with leading notes of cocoa and dried fruit, with undertones of citrus zest and rich aromatic wood."
The Godfather,Madness Roastworks,"Kota Kinabalu, Sabah, Malaysia",Ethiopia; Panama; Peru,Medium-Light,56/70,RM 120/350 grams,July 2022,92,Aroma:,9,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,8,"Blind Assessment: Evaluated as espresso. Floral-toned, gently spicy. Freesia, baking chocolate, candied walnut, fresh-cut cedar, agave syrup in aroma and small cup. Crisply sweet structure with brisk acidity; lightly satiny mouthfeel. Bittersweet finish with notes of freesia and candied walnut. Crisply chocolaty in cappuccino-scaled milk.","Notes: A blend of coffees from Ethiopia, Panama and Peru. Madness Roastworks is a specialty coffee roaster, coffee shop, and coffee consulting firm based in Sabah, Malaysia. Visit www.facebook.com/madnessroastworks for more information.","The Bottom Line: A straight-ahead blend of three washed-process coffees, crisply chocolaty and delicately floral-toned."
Panama Static Gesha Natural,PT's Coffee Roasting Co.,"Topeka, Kansas","Boquete growing region, Panama",Medium-Light,58/77,$45.00/12 ounces,July 2022,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Fruity, spice-toned, sweetly fermenty. Cherry liqueur, tiramisu, gardenia, tangerine zest, sage in aroma and cup. Richly sweet structure with winey acidity; plush, creamy mouthfeel. Resonant finish, driven by notes of cherry liqueur and gardenia with undertones of sage.","Notes: Produced by Stefan Muller of Hacienda Bajo Mano entirely of the Gesha variety of Arabica, and processed by a proprietary method referred to as “static cherry,” a form of the anaerobic natural method. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-JAVA for more information.","The Bottom Line: An aromatically intense, deep-toned Panama coffee with focused fruit, floral and sweet herb notes."
Panama La Mula Geisha Washed,GK Coffee,"Yilan, Taiwan","Chiriqui Province, western Panama",Light,60/82,NT $1800/60 grams,July 2022,95,Aroma:,9,Acidity:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Elegantly bright, richly sweet. Apricot, bergamot, cocoa nib, sandalwood, star jasmine in aroma and cup. Balanced structure with high-toned acidity; silky, viscous mouthfeel. Long, lingering finish centers around notes of cocoa nib and apricot, with a shimmer of star jasmine.","Notes: Produced at Finca La Mula entirely of the celebrated Geisha (also spelled Gesha) variety of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]

 ","The Bottom Line: A harmonious, very satisfying washed Panama cup, classic in its delicate balance of stone fruit, cocoa nib and spicy florals."
Esmeralda Estate Panama Geisha,Difference Coffee,"London, England","Boquete growing region, western Panama",NA,0/0,£50/10 capsules,July 2022,94,Aroma:,9,Body:,9							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso produced as a “ristretto” 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Crisply sweet, floral-toned. Lilac, plum, almond, cocoa nib, lemon verbena in aroma and small cup. Silky-smooth mouthfeel; crisp finish with notes of cocoa nib and lemon verbena. In cappuccino format, cocoa notes are further elevated and sweet herb notes provide bright ballast. ","Notes: Produced at Hacienda La Esmeralda entirely of the Geisha variety of Arabica, and presented in a Nespresso-compatible capsule. This is a wet-processed or “washed” version (fruit skin and pulp are removed before drying). Difference Coffee aims to present only the finest of the world’s coffees as determined by green coffee competitions and other measures of distinction, tactfully roasted and presented in capsules compatible with Nespresso capsule brewing systems. For more information visit www.differencecoffee.com.","The Bottom Line: One of the world’s most distinguished Geisha-variety coffees offered in Nespresso-compatible format — bright, floral, rich, deep."
Costa Rica San Gabriel SL28 Anaerobic Natural,GK Coffee,"Yilan, Taiwan","Mercedes Sur, Turrubares, San José Province, Costa Rica",Medium-Light,58/76,NT $600/200 grams,July 2022,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Deeply sweet-savory, unusual. Caramel, goat milk yogurt, raspberry, cedar, sage in aroma and cup. Richly bittersweet in structure with bright acidity; syrupy mouthfeel. Savory-leaning finish with undertones of caramel and sage.","Notes: Produced at San Gabriel Farm entirely of the admired SL28 variety of Arabica, and processed by the anaerobic natural method (whole fruit is fermented with limited oxygen before drying). GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","The Bottom Line: An appealingly oddball anaerobic coffee from Costa Rica with umami depth, zingy acidity and an eccentric, unconventional flavor profile. 
"
Costa Rica San Gabriel Pina/Canela Anaerobic Honey Espresso,GK Coffee,"Yilan, Taiwan","Mercedes Sur, Turrubares, San José Province, Costa Rica",Medium-Light,58/78,NT $600/200 grams,July 2022,93,Aroma:,9,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Richly aromatic, fruity, spice-toned. Baking spices, pineapple, dark chocolate, cedar, apple cider in aroma and small cup. Crisp, velvety mouthfeel; spice-toned, fruity finish. In three parts milk, suggests a pineapple milkshake.","Notes: Produced at San Gabriel Farm, from trees of the Caturra and Catuai varieties of Arabica, and processed by the anaerobic honey method (beans, skin removed, are fermented in a hermetically sealed container before drying). Cinnamon and pineapple also were added to the tank during fermentation. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","The Bottom Line: An unusual Costa Rica espresso, anaerobically processed with the addition of pineapple and cinnamon during fermentation, resulting in an amped-up fruit-and-spice dominated shot."
John Co. Train Blend,Dear John Coffee,"Songshan District, Taipei City, Taiwan",Brazil; Guatemala; Nicaragua,Medium-Light,55/71,NT $460/454 grams,July 2022,91,Aroma:,9,Acidity/Structure:,8,Body:,8,Flavor:,9,Aftertaste:,7,"Blind Assessment: Quietly confident, gently bright. Pear, almond, lily, fir, orange zest in aroma and cup. Crisply bittersweet structure with brisk acidity; delicate, silky mouthfeel. The gently drying finish leads with notes of orange zest and fir.","Notes: A blend comprised of coffees from Brazil, Guatemala and Nicaragua. Dear John Coffee is located in Songshan, Taipei and provides one-stop coffee service, along with brewing and serving accessories and craft beer. Visit www.dearjohncoffee.com.tw for more information.","The Bottom Line: A friendly, easy-access blend driven by notes of pear, almond and citrus zest, with undertones of sweet florals and aromatic wood."
Burundi Kibingo Intenso,Regent Coffee,"Glendale, California","Kayanza Province, Burundi",Medium-Light,57/74,$21.00/12 ounces,June 2022,94,Aroma:,9,Acidity/Structure:,9,Body:,8,Flavor:,9,Aftertaste:,9,"Blind Assessment: High-toned, richly sweet and deep. Nectarine, cherry blossom, hazelnut, lemon-thyme, dark chocolate in aroma and cup. Sweet structure with bright, juicy acidity; crisp mouthfeel. Long, flavor-laden finish that carries forward all the aroma and flavor notes from the cup.","Notes: Produced by smallholding farmers entirely of the Red Bourbon variety of Arabica, and processed by the washed method with the addition during fermentation of a yeast called Intenso, which Lalcafe developed specifically for washed-process coffees. With more than 10 years of roasting experience, Regent strives to deliver coffee with care and purpose. Visit regentcoffee.com for more information.",The Bottom Line: A washed Burundi processed with the addition of a yeast designed to intensify the green coffee’s inherent sensory properties. Especially balanced acidity and resonant finish.
Colombia Planadas Ibague,Jaunt Coffee Roasters,"San Diego, California","Tolima Department, Colombia",Medium-Light,59/77,$26.00/12 ounces,June 2022,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweetly savory, fruit-driven. Candy apple, lime zest, baking chocolate, cedar, narcissus in aroma and cup. Bittersweet structure with brisk acidity; crisp, satiny mouthfeel. Finish consolidates to notes of chocolate and citrus.","Notes: Comprised entirely of the rare Pink Bourbon variety of Arabica and processed by the anaerobic natural method, in which fermentation of the whole fruit occurs in a hermetically sealed vessel. Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information. ",The Bottom Line: An invitingly bittersweet Colombia Pink Bourbon processed by the anaerobic natural method: chocolaty and citrusy with floral undertones.
Burundi Kabarore Commune,Jaunt Coffee Roasters,"San Diego, California","Kayanza Province, Burundi",Medium-Light,56/72,$20.00/12 ounces,June 2022,92,Aroma:,9,Acidity/Structure:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Delicate, balanced, sweet-toned. Baking chocolate, pear, almond, fresh-cut oak, agave syrup in aroma and cup. Brisk acidity; velvety-smooth mouthfeel. Sweetly nutty finish supported by notes of agave and oak.","Notes: Produced by smallholding farmers of the Kaboarore Commune entirely of the Bourbon variety of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information. ","The Bottom Line: A friendly, accessible washed Burundi cup; crisply chocolaty and nut-toned throughout."
Ecuador Peñaherrera AAA,Bird Rock Coffee Roasters,"San Diego, California","Ibarra, Imbabura Province, Ecuador",Medium-Light,58/76,$25.00/12 ounces,June 2022,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Richly sweet, high-toned. Mulberry, dark chocolate, agave syrup, lemon verbena, cedar in aroma and cup. Sweet in structure with juicy-bright acidity; very full, syrupy mouthfeel. Resonant, long, flavor-saturated finish.","Notes: Produced by Mario Andrade and Jose Martin Obando from trees of the Bourbon and Caturra varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",The Bottom Line: A compelling berry- and chocolate-driven Ecuador cup with juicy acidity and a plush mouthfeel.
Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural,PT's Coffee Roasting Co.,"Topeka, Kansas","Alto Quiel, Panama",Medium-Light,60/77,$65.00/8 ounces,June 2022,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,10,Aftertaste:,8,"Blind Assessment: Juicy, balanced, bright. Bing cherry, wisteria, cocoa nib, blood orange, marjoram in aroma and cup. Sweetly tart with citrusy acidity; plush, syrupy mouthfeel. The crisply sweet finish centers around notes of cherry and cocoa nib.","Notes: Produced at El Velo Farm by Hacienda La Esmeralda entirely of the celebrated Gesha (also spelled Geisha) variety of Arabica, and processed by the natural method (dried in the whole fruit). Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-JAVA for more information.","The Bottom Line: A dynamic, exhilarating Panama Gesha driven by flowers and big, balanced fruit throughout."
Kona SL34 Champagne Natural Uluwehi Farm,Paradise Roasters,"Minneapolis, Minnesota","Holualoa, Kona, Big Island of Hawai’i",Medium-Light,58/76,$30.00/4 ounces,June 2022,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Fruit-forward, elegantly bright. Lychee, passionfruit, cashew butter, sandalwood, bergamot in aroma and cup. Sweetly tart with vibrant acidity; crisp, syrupy mouthfeel. Fruit-toned finish with undertones of cashew butter and sandalwood. ","Notes: Produced at Uluwehi Coffee Farm entirely of the SL34 variety of Arabica and processed by a proprietary method, called “champagne natural,” in which fermentation using a wine yeast strain is applied to the whole fruit before it is dried. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information. ","The Bottom Line: A Kona from the admired SL34 variety processed by a proprietary method that promotes a distinctly rich, juicy, fruit-driven cup."
Ethiopia Yirgacheffe Adado,Merge Coffee Company,"Harrisonburg, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/78,$18.99/12 ounces,June 2022,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Delicate, richly aromatic, floral-toned. Narcissus, apricot, almond, Meyer lemon zest, fresh-cut oak in aroma and cup. Sweetly tart structure with juicy-bright acidity; vibrantly silky mouthfeel. The long finish centers around notes of narcissus and almond.","Notes: Produced by smallholding farmers from local heirloom varieties of Arabica, and processed by the washed method at the Adado Washing Station. Merge is a specialty coffee roaster in Harrisonburg, Virginia dedicated to ethical sourcing of high-quality coffees. Visit www.mergecoffeeco.com for more information.","The Bottom Line: A fine, classic washed Ethiopia Yirgacheffe cup: high-toned, driven by sweet florals and stone fruit."
Costa Rica Cordillera de Fuego,Merge Coffee Company,"Harrisonburg, Virginia","Tarrazu growing region, Costa Rica",Medium-Light,58/77,$18.99/12 ounces,June 2022,93,Aroma:,9,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Crisply sweet, deeply spice-toned. Cinnamon, date, raspberry, baking chocolate, amber in aroma and cup. Sweet structure with gently brisk acidity; full, satiny-smooth mouthfeel. The finish consolidates to notes of date and cinnamon with undertones of amber.","Notes: Produced by Don Luis Campos of Cordillera del Fuego farm and processed by the “thermic” method, in which beans, with skins removed, are heated with some of the fruit flesh or mucilage still adhering to them. The exposure to heat starts to break down the natural sugars of the mucilage, partially caramelizing it. Merge is a specialty coffee roaster in Harrisonburg, Virginia dedicated to ethical sourcing of high-quality coffees. Visit www.mergecoffeeco.com for more information.",The Bottom Line: A sweetly spice-driven cup with warm notes of baking spices and both bright and dark fruits.
Tanzania Mbeya Mimba,Roadmap CoffeeWorks,"Lexington, Virginia","Mbozi, Mbeya growing region, southwestern Tanzania",Medium-Light,58/76,$18.75/12 ounces,June 2022,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,9,"Blind Assessment: Balanced, vibrant, complex. Mulberry, dark chocolate, mustard seed, star jasmine, sandalwood in aroma and cup. Juicy-bright structure with vibrant phosphoric acidity; very full, syrupy mouthfeel. Long, flavor-saturated finish. ","Notes: Produced at Mimba Estate from trees of the admired Bourbon and Kent varieties of Arabica, and processed by the washed method. Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","The Bottom Line: A deeply pleasing Tanzania cup, multi-layered and complete — richly sweet, deeply savory, spice-toned and floral."
Costa Rica La Chumeca,Roadmap CoffeeWorks,"Lexington, Virginia","Santa Maria de Dota, Costa Rica",Medium-Light,60/78,$23.00/12 ounces,June 2022,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweetly tart, juicy and vibrant. Pink grapefruit, nectarine, cocoa nib, lavender, cedar in aroma and cup. High-toned structure with sweet, lively acidity; full, syrupy mouthfeel. The resonant finish consolidates to notes of cocoa-toned fruit supported by cedar.","Notes: Produced at Finca Trinidad from trees of the Caturra and Catuai varieties of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","The Bottom Line: A harmonious, integrated natural-processed Costa Rica cup: juicy, deep-toned and fruit-driven."
Ethiopia Sidamo Yirgalem,Roadmap CoffeeWorks,"Lexington, Virginia","Sidamo growing region, southern Ethiopia",Medium-Light,61/77,$19.50/12 ounces,June 2022,92,Aroma:,9,Acidity/Structure:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Crisply sweet, fruit-forward. Blueberry, baking chocolate, fresh-cut fir, cashew, magnolia in aroma and cup. Sweet-toned with gentle acidity; delicate, satiny mouthfeel. The quiet finish centers around notes of blueberry and fir.","Notes: Produced in the Sidamo region growing region, largely from trees of indigenous landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.","The Bottom Line: A sweet, fruit-first natural-processed Ethiopia cup with a blueberry and chocolate throughline."
Gesha Spirits,Mostra Coffee,"San Diego, California","Huila, Colombia",Medium-Light,60/77,$24.50/5.5 ounces,June 2022,95,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,10,Aftertaste:,8,"Blind Assessment: High-toned, delicate, confident. Star-jasmine, cocoa nib, blood orange, black sage, sandalwood in aroma and cup. Sweet-toned structure with poised and elegantly bright acidity; very smooth, silky mouthfeel. Sandalwood notes contribute resonance to the floral-toned finish.","Notes: Produced by Wilder Lasso of Bella Alejandría Farm entirely of the Gesha variety of Arabica, and processed by the washed anaerobic method, in which the fermentation step occurs in a hermetically sealed vessel before the beans are washed and dried. Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.","The Bottom Line: A complex, nuanced Colombia Gesha cup processed by an elaborate variation on the traditional washed method."
Kenya Nyeri Hill Farm AA TOP,Buon Caffe,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,59/79,NT $349/8 ounces,June 2022,94,Aroma:,9,Acidity/Structure:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweet-toned, richly aromatic. Red currant, honey, narcissus, cedar, lavender in aroma and cup. Sweetly tart with bright, juicy acidity; syrupy-smooth mouthfeel. The short finish consolidates to notes of red currant and honey, carrying far into the long.","Notes: Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Buon Caffe is a specialty coffee roaster and cafe, in Taipei. Visit www.buoncaffe.com.tw for more information.

 ","The Bottom Line: A classic Kenya cup: deeply sweet, richly savory, balanced and juicy-bright with both sweet (narcissus) and spicy (lavender) floral impulses."
Philippines Sitio Belis 1017,Mostra Coffee,"San Diego, California","Benguet, Philippines",Medium-Light,59/76,$26.50/6 ounces,June 2022,93,Aroma:,9,Acidity/Structure:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweetly pungent with savory undertones. Lychee, marjoram, cocoa nib, freesia-like flowers, roasted almond in aroma and cup. Crisply sweet structure with juicy acidity; smooth, satiny mouthfeel. Nutty, sweetly herbaceous finish.","Notes: Produced by Kalsada Coffee from trees of the Garnica variety of Arabica and processed by the anaerobic washed method (fermentation occurs in a hermetically sealed vessel). Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.",The Bottom Line: A deeply aromatic Philippines cup evoking tropical fruit and rich cocoa.
Philippines Sitio Belis 1014,Mostra Coffee,"San Diego, Calfornia","Benguet Province, The Philippines",Medium-Light,58/76,$26.50/6 ounces,June 2022,92,Aroma:,8,Acidity/Structure:,8,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Fruit-toned, sweetly herbaceous. Goji berry, lemon verbena, cedar, baking chocolate, malt in aroma and cup. Sweet-toned with gentle acidity; full, syrupy mouthfeel. Quietly chocolaty finish with citrus undertones.","Notes: Produced by Kalsada Coffee,from trees of the Typica and Bourbon varieties of Arabica, and processed by the anaerobic washed method (the fermentation step takes place in a hermetically sealed vessel). Mostra Coffee is a women-, minority-, veteran-, and immigrant-owned micro-roaster based in north county San Diego. For more information, visit www.mostracoffee.com.","The Bottom Line: An attractive anaerobically processed Philppines cup with an especially viscous, syrupy mouthfeel.
"
Costa Rica Tarrazu Dota El Diosa Geisha,Buon Caffe,"Taipei, Taiwan","Tarrazu growing region, Costa Rica",Medium-Light,60/76,NT $789/8 ounces,June 2022,93,Aroma:,9,Acidity/Structure:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: High-toned, floral. Nectarine, lilac, cocoa nib, pistachio brittle, cedar in aroma and cup. Sweet structure with bright, juicy acidity; silky-smooth mouthfeel. The cocoa-toned finish is complicated by hints of lilac and cedar.","Notes: Produced by Dota Estate entirely of the celebrated Geisha variety of Arabica, and processed by the honey method, in which the skin is stripped off the coffee fruit, but much of the fruit flesh is left to dry on the bean. Buon Caffe is a specialty coffee roaster and cafe in Taipei. Visit www.buoncaffe.com.tw for more information.",The Bottom Line: A pretty Costa Rica Geisha processed by the honey method. Floral-driven with ballast from cocoa notes.
Ethiopia Gedeb Worka Single Variety 74110 G1,Buon Caffe,"Taipei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,58/76,NT $349/8 ounces,June 2022,92,Aroma:,9,Acidity/Structure:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Crisply sweet and inviting. Caramel, pear, baking chocolate, fir, mustard flower in aroma and cup. Sweet-savory structure with gentle acidity; satiny mouthfeel. Notes of caramel and pear lead the finish, with undertones of baking chocolate.","Notes: Produced from trees of the indigenous Ethiopian 74111 selection of Arabica. This is a wet-processed or “washed” coffee, meaning the fruit skin and pulp were removed from the beans immediately after harvesting and before drying. Buon Caffe is a specialty coffee roaster and cafe, in Taipei. Visit www.buoncaffe.com.tw/ for more information.",The Bottom Line: A friendly washed Ethiopia cup with notes of pear and crisp chocolate as throughlines.
