coffee_name,roaster_name,overall_score,roaster_location,p1,p2,p3,roast,aroma,acidity,body,flavor,aftertaste,with_milk,bean_agtron,ground_agtron,year,month,roaster_location_lat,roaster_location_lon,origin_lat,origin_lon
Fair Trade Organic House Blend (Wisconsin Union Blend),JBC Coffee Roasters,89,"Madison, Wisconsin","Blind Assessment: Soft, gently balanced aroma with muted but deep orange, chocolate and honey notes. In the cup the mouthfeel is round, full and almost chewily present, the flavor dominated by a simple, dense, cherry-toned chocolate.","Notes: The components of this blend are organically grown and certified Fair Trade, meaning they were purchased from small-holding farmers at a ""fair"" or economically sustainable price. JBC Coffee Roasters (formerly Johnson Brothers Coffee) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Who Should Drink It: Social idealists who notice texture before color.,3,8,7,8,,,,48,61,2007,9,43.074761,-89.3837613,,
Esmeralda Especial Panama,Klatch Coffee,94,"San Dimas, California","Blind Assessment: High-toned, intense aroma with striking lemon, chocolate and menthol notes and a hint of flowers. In the cup softly and sweetly acidy with a lovely balance and distinct bittersweet chocolate and lemon notes. Superb finish: rich, crisp, saturated with a dry chocolate.","Notes: Coffee from trees of the botanical variety ""Gesha"" or ""Geisha"" grown on farmer Price Peterson's Hacienda La Esmeralda in Panama has for the last several years consistently broken records paid for a green coffee: A 2007 lot sold at auction this for an extraordinary $130 per pound. This lot of Gesha is from the same fields, crop and variety as the record-breaking auction lot but was sold outside auction. With its bold, boat-shaped beans and distinctive floral and chocolate cup, the Esmeralda Panama Gesha continues one of the world's most unique coffees. Coffee Klatch is an award-winning small-batch roasting company in the Los Angeles area whose resident barista and trainer, Heather Perry, won both the 2003 and 2007 United States Barista Championships brewing Coffee Klatch espresso blends. Visit www.klatchroasting.com or call 877-455-2824 for more information.","Who Should Drink It: A quiet, balanced version of the dramatic Esmeralda profile.",3,8,8,8,,,,51,66,2007,9,34.1066756,-117.8067257,8.559559,-81.1308434
Espresso Havana Reserve,Paradise Roasters,91,"Ramsey, Minnesota","Blind Assessment: A fundamentally sweet but lemony espresso showing hints of acidity yet remarkably smooth. Crisp, lemony chocolate in the aroma carrying into a medium-bodied cup. Lemons, flowers and berry in the finish. A bit lean in milk but quite sweet, with continuing lemon and chocolate notes.","Notes: In our tests this espresso showed best at a long, slow extraction - as long as 40 seconds. This review is based on an approximately 30-second extraction. Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Who Should Drink It: Lovers of tartly sweet desserts and beverages.,4,8,7,8,,,,42,50,2007,9,45.0165728,-93.0949501,,
2007 Ethiopia Limited Yirgacheffe Idido Teramal,Paradise Roasters,92,"Ramsey, Minnesota","Blind Assessment: Gently and sweetly pungent aroma: butter, cedar, orange, hints of flowers and chocolate. In the cup rich red-wine-toned acidity, silky mouthfeel, deep and balanced structure with a cherryish fruit and a continued hint of chocolate. Simple, rich, sweet finish.","Notes: Most coffee from Ethiopia's Yirgacheffe region is prepared by removing the fruit from the beans or seeds before they are dried (wet-processing), producing a cleanly high-toned, often intensely floral- and citrus-toned cup. This Yirgacheffe appears to be a ""natural"" or dry-processed version, however, meaning the beans/seeds were dried inside the fruit, producing a flavor profile that is lower-toned with a deeper, wine-and berry-like fruit. Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Who Should Drink It: Quiet romantics.,2,8,8,8,,,,58,79,2007,9,45.0165728,-93.0949501,10.2116702,38.6521203
Ethiopian Shanta Golba Natural Sidamo,Green Mountain Coffee,88,"Waterbury, Vermont","Blind Assessment: In the aroma deep, sweet, with exhilarating floral top notes and a fruit ferment that reads persuasively as raisiny chocolate with a hint of cedar. In the full-bodied cup the dark, raisin-toned chocolate and the floral notes sustain, while the pungent tendencies in the aroma intensify, contributing a cedary, herby, rather salty character to the profile. The fine aromatics regain the upper hand in the floral- and chocolate-toned finish.","Notes: The unusual character of this coffee derives from two sources: botany and processing. The older, traditional Ethiopian varieties of arabica that produce coffees like this one introduce a fruit and floral character to the cup. And in the case of this coffee, the fruit notes are given a fermented nuance owing to the processing method, the dry or ""natural"" method, in which the beans are dried inside the coffee fruit rather than after the fruit has been removed. Fermenting of fruit sugars during the lengthy drying period of such ""natural"" coffees is not inevitable, but typical in regions like Sidamo with relatively humid conditions during drying. This coffee is part of Green Mountain's ""Special Reserve"" series of select small lots of seasonally available coffees. Keurig/Green Mountain, formerly Green Mountain Coffee Roasters, pioneered single-serve capsule brewing in the United States with its Keurig brewing system, and remains one of the country’s leading large specialty roasters, offering a particularly wide-ranging variety of origins and roast styles. Visit www.GreenMountainCoffee.com or call 888-879-4627 for more information.",Who Should Drink It: Those who enjoy beverages that walk a complex line between the sweet and the savory; peaty Scotch whiskies and the more pungent tequilas for example.,,7,7,8,,,,0,0,2007,9,44.337125349999994,-72.75549720909403,10.2116702,38.6521203
Organic Fair Trade Italian Espresso Roast,Dean's Beans,88,"Orange, Massachusetts","Blind Assessment: Evaluated as a regular brewed coffee rather than as espresso. In the aroma roundly and deeply roasty: cedar, cardamom, flowers. In the cup crisply pungent, smooth, simple, with a roast-influenced fruit that with imagination reads as semi-sweet chocolate. Cleanly rich finish.","Notes: The bag reads ""100% Organic Fair Trade Guaranteed!"" Although the fine print includes information on organic certification, it would appear that this coffee is not certified Fair Trade by TransFair USA, the sole American certifier for the Fairtrade Labeling Organizations International (FLO), instead bearing the seal of the Fair Trade Federation, a membership (rather than certifying) organization devoted to ""providing fair wages and good employment opportunities to economically disadvantaged artisans and farmers worldwide"" (from the website www.fairtradefederation.org). Dean's Beans is a small batch wholesale roaster devoted to organic and sustainable principles and small-holder support. Visit www.deansbeans.com or call 800-325-3008 for more information.",Who Should Drink It: Dark-roast-loving social idealists who can tolerate some ambiguity in credentialing.,6,8,,7,7,,,29,36,2007,9,42.6063766,-72.2902501,10.2735633,-84.0739102
Guatemala Huehuetenango Fair Trade Organic,JBC Coffee Roasters,89,"Madison, Wisconsin","Blind Assessment: Deep, sweet-toned aroma with cedar and muted hints of flowers, orange and semi-sweet chocolate. In the cup softly acidy, rather full-bodied, with continued hints of flowers and orange- and peach-toned fruit. Rich finish.","Notes: Certified organically grown and Fair Trade certified, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. JBC Coffee Roasters (formerly Johnson Brothers Coffee Roasters) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Who Should Drink It: Comfort-loving social idealists?,2,8,7,8,,,,54,73,2007,9,43.074761,-89.3837613,15.5855545,-90.345759
Bolivia Caranavi,Moka Joe Coffee,89,"Bellingham, Washington","Blind Assessment: Deep, gently charred tones in the aroma are complicated by semi-sweet chocolate, low-key fruit and distinct floral top notes. In the cup medium-bodied but pleasingly bananaish in mouthfeel, with a continued gently charred, deeply roasty character. The floral notes dissipate but the fundamental chocolate-banana-toned fruit persists into the slightly tight finish.","Notes: This Bolivia coffee is produced by small-holding farmers and is certified organically grown and apparently Fair Trade certified, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. Certainly the bag copy pulls out all the stops: ""100% Organic, Fair-Trade, Shade Grown, Bird-Friendly."" Nine certification and membership seals appear on the side of the package, including the seal for TransFair USA, the American certifier representing the Fairtrade Labeling Organizations International (FLO). Visit www.mokajoe.com or call 360-714-1953 for more information.","Who Should Drink It: All-around idealists who enjoy a bit of char in an essentially sound, sweet coffee.",5,8,,8,7,,,36,44,2007,9,48.7544012,-122.478836,-17.0568696,-64.9912286
Brazil Poco Fundo Fair Trade,Barefoot Coffee Roasters,90,"Santa Clara, California","Blind Assessment: A slight musty fruit ferment serendipitously complicates this richly low-key coffee, reading as cocoa and cedar-toned ripe orange in both aroma and cup. A very slight astringency smoothes out in the long, sweet finish.","Notes: Certified Fair Trade, meaning it was purchased from the small-holding farmers of the Poco Fundo Cooperative at a ""fair"" or economically sustainable price. Barefoot Coffee Roasters is an award-winning and widely recognized small-batch roasting company that describes itself as ""a happy little cafe and roastery in the heart of Silicon Valley."" Visit www.barefootcoffeeroasters.com for more information.",Who Should Drink It: Quietly spicy social idealists.,2,8,7,8,,,,58,77,2007,9,37.2333253,-121.6846349,-10.3333333,-53.2
Peace Blend,PT's Coffee Roasting Co.,90,"Topeka, Kansas","Blind Assessment: Soft aroma with a quiet, tightly-knit complexity: cocoa, cedar, hints of honey and melon. In the cup light-bodied, delicate, with sustaining hints of honey, cocoa, sweet flowering grass. Short but clean, honeyed finish.","Notes: The components of this blend are organically grown and certified Fair Trade, meaning they were purchased from small-holding farmers at a ""fair"" or economically sustainable price. PT's is a quality-oriented wholesale/retail specialty roaster with a wide and refined selection of coffee blends and origins. The PT's motto is ""without the love, it's just coffee."" Visit www.ptscoffee.com or call 888-678-5282 for more information.",Who Should Drink It: Subtle social idealists.,2,8,7,7,,,,54,72,2007,9,39.049011,-95.677556,,
Nicaragua Organic Fair Trade,Batdorf & Bronson,90,"Olympia, Washington","Blind Assessment: A balanced, quietly complete cup. Simple but harmonious aroma: chocolate-toned with a hint of cedar. In the cup gently rich acidity, smooth mouthfeel, muted night flowers, milk chocolate, tart cherry. Resonant finish.","Notes: This coffee is certified organically grown and Fair Trade certified, meaning it was purchased from the small-holding farmers at a ""fair"" or economically sustainable price. Batdorf & Bronson is a leading wholesale quality-oriented specialty roaster that has developed close relationships with many of its coffee suppliers, including the 15th de Septiembre Cooperative that produced this impeccably processed coffee. Visit www.batdorfcoffee.com or call 800-955-5282 for more information.",Who Should Drink It: Quietly assured social idealists.,,7,8,,,,,0,0,2007,9,47.0451022,-122.8950075,12.6090157,-85.2936911
Sumatra Fair Trade – Organic Line,The Roasterie,90,"Kansas City, Missouri","Blind Assessment: In the aroma deeply pungent with a sweet earthy mustiness that suggests grapefruit with additional hints of honey and chocolate. In the cup full body with pleasantly rough mouthfeel and continued earthy notes that read as chocolate, honey and pungent citrus. Rich finish with a slight clinging astringency.","Notes: A traditional Sumatra of the type distinguished by low acidity and idiosyncratic flavor notes that mainly appear to result from serendipitous taints - mild ferment and mildew - acquired during unconventional drying procedures. Certified organically grown and Fair Trade certified, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. The Roasterie is a leading, quality-oriented specialty roaster that emphasizes its commitment to ""air roasting,"" a technology utilizing a column of hot air rather than the conventional turning drum to agitate the roasting beans. Visit www.theroasterie.com or call 800-376-0245 for more information.",Who Should Drink It: Scotch-whisky-drinking social idealists.,4,9,7,7,,,,44,52,2007,9,39.100105,-94.5781416,,
Rwanda,Wonderstate Coffee,91,"Viroqua, Wisconsin","Blind Assessment: Very sweet-toned aroma with distinct floral and fresh coffee fruit notes. In the cup sustains its sweetness with a delicate intensity and continued floral and fresh coffee fruit (tart cherry) notes that carry into a long, richly bright finish.","Notes: The coffee cooperatives of Rwanda, benefiting from superb growing conditions, traditional varieties of arabica and support from aid agencies and coffee idealists, are beginning to produce coffees that rank among the world's finest and most distinctive. This Rwanda is certified organically grown. Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for their commitment to guaranteeing higher pay for farmers and being the country’s first 100% solar powered roastery. Visit https://wonderstate.com/ for more information.",Who Should Drink It: Pure-palated social idealists who can tolerate some ambiguity in credentialing.,2,9,8,,,,,55,74,2007,9,43.5569174,-90.8887413,-1.9646631,30.0644358
Rwanda Rushashi Fair Trade,Willoughby's Coffee & Tea,91,"Branford, Connecticut","Blind Assessment: Intense, floral-toned aroma with pungent suggestions of prune and cedary chocolate. In the cup very smoothly balanced, with soft acidity, silky mouthfeel and a richly dry, distinct cocoa that sustains its presence in the long finish.","Notes: The coffee cooperatives of Rwanda, benefiting from superb growing conditions, traditional varieties of arabica and support from aid agencies and coffee idealists, are beginning to produce coffees that rank among the world's finest and most distinctive. This coffee, like many produced in Rwanda, is certified Fair Trade, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. Willoughby's Coffee & Tea is a pioneer specialty coffee roaster recently reinvigorated and refocused on artisan roasting and a very extensive collection of elite single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information.",Who Should Drink It: Austerely chocolate-loving social idealists.,3,8,7,8,,,,58,61,2007,9,41.2795414,-72.8150989,-1.9646631,30.0644358
Ethiopian Yirgacheffe Fair Trade Organic,JBC Coffee Roasters,93,"Madison, Wisconsin","Blind Assessment: A lucidly pure, deeply sweet coffee. In aroma and cup lavish floral notes and gently tart coffee fruit complicate molasses and honey tones that sail with gentle voluptuousness into a long finish.","Notes: Their tendency to high-toned floral and citrus sweetness has made the wet-processed coffees of the Yirgacheffe region, a lush range of hills in southern Ethiopia, among the world's most distinctive. This very pure, perfectly processed Yirgacheffe is certified organically grown and certified Fair Trade, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. JBC Coffee Roasters (formerly Johnson Brothers Coffee) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Who Should Drink It: Hedonistic social idealists.,2,8,8,7,,,,54,69,2007,9,43.074761,-89.3837613,10.2116702,38.6521203
Kenya Kangocho Nyeri Fair Trade,Terroir Coffee,93,"Acton, Massachusetts","Blind Assessment: In the aroma pungent black cherry and berry notes with lush undercurrents of orange and honey. The cedary berry notes carry richly into the cup with a continued sweet envelopment of orange and honey. Deep, long finish.","Notes: Despite stresses brought on by charges of corruption and a confused transition toward an open market, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees, including some, like this one, that are certified Fair Trade, meaning they were purchased at a ""fair"" or economically sustainable price from their small-holding producers. Terroir is a microroaster selling only elite single-origin coffees, no blends. It specializes in medium roast styles designed to foreground the character of the green coffee. Terroir is the creation of George Howell, one of the world's leading coffee visionaries. Visit www.terroircoffee.com or call 866-444-5282 for more information.",Who Should Drink It: Classic social idealists.,2,8,8,9,,,,57,73,2007,9,42.4850931,-71.43284,1.4419683,38.4313975
Rwanda Karaba Fair Trade,Allegro Coffee,96,"Thornton, Colorado","Blind Assessment: Intense, high-toned aroma: flowers, butterscotch, orange. In the cup wine-like acidity, deep body and a continued buttery, honeyed, giddily floral character complicated by tart cherry, orange and pipe tobacco notes. Long, rich, flavor-saturated finish.","Notes: The coffee cooperatives of Rwanda, benefiting from superb growing conditions, traditional varieties of arabica and support from aid agencies and coffee idealists, are beginning to produce coffees that rank among the world's finest and most distinctive. This coffee, like many produced in Rwanda, is certified Fair Trade, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. Allegro Coffee, a subsidiary of Whole Foods Market, offers one of the country's largest selections of single-origin coffees. Visit www.allegrocoffee.com or call 800-277-1107 for more information.",Who Should Drink It: Social idealists who perceive no contradiction between the pure and the voluptuous.,2,8,8,9,,,,53,69,2007,9,39.8695516,-104.985181,-1.9646631,30.0644358
Kenya Karogoto,Terroir Coffee,96,"Acton, Massachusetts","Blind Assessment: Floral-toned, intense aroma dominated by the elegantly crisp, dry berry note coffee tasters are fond of calling black currant. In the cup richly acidy. The black currant note softens toward cherry under the influence of a sweet, deeply honeyed richness. The black currant revives in the flavor-saturated finish.","Notes: Despite stresses brought on by charges of corruption and a confused transition toward an open market, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Terroir is a microroaster selling only elite single-origin coffees, no blends. It specializes in medium roast styles designed to foreground the character of the green coffee. Terroir is the creation of George Howell, one of the world's leading coffee visionaries. Visit www.terroircoffee.com or call 866-444-5282 for more information.","Who Should Drink It: A classicist's cup, forcefully acidy but gracefully sweet and nuanced.",2,9,8,,,,,52,71,2007,8,42.4850931,-71.43284,1.4419683,38.4313975
Espresso Originale,Smit & Dorlas,93,"Mijdrecht, The Netherlands","Blind Assessment: Rich, sweet, deep-toned aroma with milk chocolate, honey, caramel, and a touch of flowers. In the small cup full body with a fine, honeyed mouthfeel and a deep, roundly sweet structure with gently tart, cedar-toned fruit and continued hints of flowers. In the sweet, slightly heavy finish the fruit turns toward a minty chocolate. Blooms in milk with a rich, raisiny chocolate somewhere between milk and semi-sweet.","Notes: Smit & Dorlas is a venerable, distinguished Dutch coffee company whose roots reach back to the early 19th century.  Visit www.smitdorlasusa.com or call 877-654-4394 for more information.",Who Should Drink It: A versatile espresso: lively and powerfully resonant as a straight shot and richly chocolaty in milk.,2,9,,9,8,,,57,73,2007,8,52.2060181,4.8648168,,
Brazil Daterra South Italian Style Espresso,Terroir Coffee,93,"Acton, Massachusetts","Blind Assessment: In the aroma crisp orange with hints of honey and cedar. In the small cup silky body with a continuing distinct orange note. The honey deepens toward a molasses-toned semi-sweet chocolate. Rich, chocolaty finish. In milk the orange notes complicate a delicate milk chocolate and a superb finish.","Notes: Daterra is arguably the world's most technically sophisticated coffee farm. The Cerrado is high plateau with a very dry harvest season, making it ideal for the production of the sweet, mainly sun-dried Brazilian coffee types favored worldwide for the creation of fine espresso coffees. My sample of this single-farm espresso produced a lovely golden churning crema and seemed to show best at a relatively short extraction time. Terroir is a microroaster selling only elite single-origin coffees, no blends. It specializes in medium roast styles designed to foreground the character of the green coffee. Terroir is the creation of George Howell, one of the world's leading coffee visionaries. Visit www.terroircoffee.com or call 866-444-5282 for more information.","Who Should Drink It: An aromatic, versatile espresso for straight shots and short milk drinks.",2,9,,8,,,,55,67,2007,8,42.4850931,-71.43284,-10.3333333,-53.2
Ethiopia Yirgacheffe Wondo,JBC Coffee Roasters,92,"Madison, Wisconsin","Blind Assessment: High-toned and sweet aroma, lemon, flowers and menthol with an underlying hint of gently pungent cocoa. Bright and light-bodied in the cup, with continued giddily floral and lemon-toned top notes dominating crisp cocoa mid-tones. Settles into a smoothly rich finish with the quiet cocoa notes finally prevailing.","Notes: Its tendency to high-toned floral and citrus sweetness has made Yirgacheffe, from a lush range of hills in southern Ethiopia, one of the world's most distinctive coffees. JBC Coffee Roasters (formerly Johnson Brothers Coffee Roasters) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","Who Should Drink It: Lovers of the classic Yirgacheffe profile, an always amazing contrast of dizzily fragrant top notes and pungent heart.",3,8,8,7,,,,50,63,2007,8,43.074761,-89.3837613,10.2116702,38.6521203
Kenya AA Wagamuga Auction Lot,Paradise Roasters,97,"Ramsey, Minnesota","Blind Assessment: In the aroma delicate but deep, floral, with Riesling-like wine tones and a hint of honey. In the cup surprisingly full in body, with a delicately syrupy mouthfeel and a deeply lush, floral-saturated honey character with a hint of dry berry. Rich finish with good flavor persistence. Slightly astringent, but the sweetness lingers to the far edge of possibility.","Notes: Despite stresses brought on by charges of corruption and a confused transition toward an open market, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed, and has become a leading seller of competition-winning and other small-lot, elite coffees. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",Who Should Drink It: A coffee as extravagant as it is classic.,3,8,8,9,,,,45,70,2007,8,45.0165728,-93.0949501,1.4419683,38.4313975
Panama Esmeralda Especial,PT's Coffee Roasting Co.,97,"Topeka, Kansas","Blind Assessment: Sweet-toned aroma dominated by a distinct honey character. In the cup syrupy mouthfeel, giddily and complexly lush with cherryish fruit, floral, and dry, brandyish chocolate notes. The finish is deep, honeyish sweet, and long.","Notes: Coffee from trees of the botanical variety ""Gesha"" or ""Geisha"" grown on farmer Price Peterson's Hacienda La Esmeralda in Panama has for the last several years consistently broken records paid for a green coffee: A 2007 lot sold at auction this for an extraordinary $130 per pound. This lot of Gesha is from the same fields, crop and variety as the record-breaking auction lot but was sold outside auction. With its bold, boat-shaped beans and distinctive floral and chocolate cup, the Esmeralda Panama Gesha continues to be one of the world's most unique coffees. Tactfully roasted at PT's Coffee, where the motto is ""without the love, it's just coffee."" Visit www.ptscoffee.com or call 888-678-5282 for more information.",Who Should Drink It: A coffee both breathtakingly pure and intriguingly complex.,3,9,8,8,,,,51,65,2007,8,39.049011,-95.677556,8.559559,-81.1308434
Panama Hacienda La Esmeralda Gesha,Paradise Roasters,96,"Ramsey, Minnesota","Blind Assessment: Tart but lushly sweet aroma: Floral-saturated cherryish fruit and a cedary milk chocolate. In the cup the acidity is big, round, and deeply sweet, the general structure dry but opulent with a basket of berry/cherry notes, honey, flowers, chocolate. Rich, resonant finish with impressive flavor persistence.","Notes: Coffee from trees of the botanical variety ""Gesha"" or ""Geisha"" grown on farmer Price Peterson's Hacienda La Esmeralda in Panama has for the last several years consistently broken records paid for a green coffee: A 2007 lot sold at auction this for an extraordinary $130 per pound. This lot of Gesha is from the same fields, crop and variety as the record-breaking auction lot but was sold outside auction. With its bold, boat-shaped beans and distinctive floral and chocolate cup, the Esmeralda Panama Gesha continues one of the world's most unique coffees. Tactfully roasted at Paradise Roasters, which prides itself on roasting and shipping coffee only after orders are placed and has become a leading seller of competition-winning and other small-lot, elite coffees. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","Who Should Drink It: For aficionados, think Yirgacheffe with more flowers and chocolate and less menthol. For those who secretly think all coffees taste the same, try this one.",3,9,8,7,,,,51,69,2007,8,45.0165728,-93.0949501,8.559559,-81.1308434
Costa Rica La Magnolia Tres Rios,Atomic Cafe Coffee Roasters,93,"Beverly, Massachusetts","Blind Assessment: A soft, balanced, gently lively coffee. In the aroma orange, flowers and a cedary chocolate. In the cup medium body with silky mouthfeel and quiet but distinct floral and orange notes, perhaps with some molasses-toned hints suggesting moist pipe tobacco. Sweet, clean, floral-toned finish.","Notes: Tres Rios, on the outskirts of the capitol of San Jose, is one of the classic Costa Rica growing regions. Atomic Cafe is a coffee house on the North Shore of Massachusetts that began its in-house roasting program in 2005. Visit www.atomicafe.com or call 978-922-0042 for more information.","Who Should Drink It: Those who enjoy delicate, floral-toned white table wines.",2,8,8,8,,,,58,71,2007,8,42.5584284,-70.8800491,10.2735633,-84.0739102
"Hawaii Ka’u, Will and Grace Farm",Paradise Roasters,92,"Ramsey, Minnesota","Blind Assessment: Lush, deep aroma with floral, honey and milk chocolate notes. In the cup gentle but intense acidity, syrupy mouthfeel, and a voluptuous floral and honey character deriving ultimately from the flavor of pure, ripe coffee fruit. Simple but long, honeyed finish.","Notes: Ka'u is a newly emerging Hawaii coffee growing district centered 30 miles or so south of the famous Kona region. This particular coffee, from the 7-acre Will and Grace Tabios farm, recently put a shot across the bow of its celebrated neighbor by placing 6th in the 2007 Specialty Coffee Association of America's Roasters Guild Cupping Pavilion Competition. With fruit removal and drying performed using traditional artisan methods increasingly abandoned by the larger Kona mills, bold beans and a big, sweet, classic cup, this particular Ka'u certainly rivals the best of any Kona I have cupped. (I need to note that I have been consulted on an advisory basis by some players in the emerging Ka'u coffee industry, but have had absolutely nothing to do with this coffee or its success.) Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed, and has become a leading seller of competition-winning and other small-lot, elite coffees. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","Who Should Drink It: A coffee considerably more Kona (sweet, balanced, softly but vibrantly acidy) than most Konas.",2,9,8,8,,,,55,75,2007,8,45.0165728,-93.0949501,19.593801499999998,-155.42837009716908
Brazil Fazenda Cachoeria da Grama Cup of Excellence,Atomic Cafe Coffee Roasters,92,"Beverly, Massachusetts","Blind Assessment: Very sweet-toned aroma with hints of honey, lemon, flowers and a slight cedary pungency. In the cup the acidity is quietly soft but wine-like, the mouthfeel silky, the flavor dominated by a continued honeyed sweetness and a balancing cocoa and walnut crispness.","Notes: A prize winner in the 2006 Brazil Cup of Excellence competition, where as a green (unroasted) coffee it placed sixteenth out of hundreds of entries. Produced by farmer Gabriel De Carvalho Dias from trees of the heirloom bourbon variety and processed by the pulped natural method, meaning the skin but not the fruit flesh is removed from the beans before they are dried. Atomic Cafe is a coffee house on the North Shore of Massachusetts that began its in-house roasting program in 2005. Visit www.atomicafe.com or call 978-922-0042 for more information.","Who Should Drink It: Lovers and potential lovers of the new pulped natural Brazil profile: soft, sweet, honeyish, gently pungent.",3,8,7,8,,,,50,61,2007,8,42.5584284,-70.8800491,-10.3333333,-53.2
Latin BreeZe,Blacksaks Roasters,89,"Sterling, Virginia","Blind Assessment: In the aroma crisp, deep, cherryish fruit and fresh-cut cedar. In the cup leanish mouthfeel with a continued crisply roasty character, slight smoky edge and an undercurrent of ripe fruit. The finish is simple but round and rich.","Notes: Blacksaks Roasters, ""Where it's all about the bean,"" is a new boutique specialty roaster offering very small batch roast-to-order service and blends that are composed after the components are roasted rather than before. Visit www.blacksaks.com or call 866-481-7716 for more information.","Who Should Drink It: A good choice for lovers of the gentler, more moderate style of dark roast.",4,8,7,7,,,,40,48,2007,8,39.003809849999996,-77.40832792370676,25.7655568,-80.2304526
El Salvador Santa Barbara Estate Organic,Latitude 23.5,88,"Sarasota, Florida","Blind Assessment: Deep aroma with chocolate- and raisin-toned fruit. In the cup good body with a slightly rough mouthfeel and continued heavy, sweet fruit notes suggesting cocoa and raisin. Simple but rich finish.","Notes: This coffee is both certified organically grown and Rainforest Alliance certified, meaning it was produced following sustainable ecological and socio-economic criteria developed by the Sustainable Agricultural Network, a coalition of independent, environment-focused non-governmental organizations. Latitude 23.5 is a quality-oriented wholesale roaster offering a particularly wide range of single origins and blends. Visit www.latitudecoffee.com or call 877-260-9212 for more information.",Who Should Drink It: More substance than aromatic flash. Try it with milk.,4,8,7,8,,,,45,56,2007,8,27.3365805,-82.5308545,13.8000382,-88.9140683
Sumatra (Beveo),Beveo Coffee & Tea,88,Scottsdale Arizona,"Blind Assessment: (As produced in a Beveo concentrate coffee machine at the setting netting the second to ""strongest"" ratio of coffee concentrate to water): Very sweet-toned, caramelly aroma with hints of butter, earth and green apple. In the cup smooth mouthfeel and simple but agreeable flavor dominated by very sweet but pungent fruit notes - think dried pear or apple rather than fresh. Sweet, rich, gently tart finish.","Notes: The Beveo Coffee & Tea program is built around a machine that produces coffees and teas from sophisticated liquid concentrates at the touch of a button. The company currently offers four coffees (this Sumatra is the latest) and two tea choices in 16-serving ""beveos"" or pouches. The beveos can be switched in and out of the machine at will in a few seconds, and serving size, brew strength and water temperature are adjustable within a wide range. The concentrate coffees are brewed from high quality specialty beans with some standard preservatives added after brewing. Aside from the implied advantage in convenience, the concentrate method tends to produce a characteristic style of cup - silky in mouthfeel and sweet and caramelly in basic structure - that fundamentally differs from a typical brewed coffee profile, but may appeal to many coffee drinkers on its own terms. The traditional Sumatra character - pungently earthy and fruity - does manage to make itself felt here, if rather sweetly and quietly. Visit www.beveo.com or call 800-421-1223 for more information.","Who Should Drink It: Those who value the convenience of prepared-on-demand concentrate coffee and a subdued, caramelly version of the traditional pungently fruity Sumatra cup. ",,7,7,8,,,,0,0,2007,8,33.4942189,-111.9260184,1.6364047,99.69103752459654
